Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
P32422	reviewed	PSAC_SYNY3	psaC ssl0563	1.97.1.12	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; photosynthetic electron transport in photosystem I [GO:0009773]	1111708
P52231	reviewed	THIO_SYNY3	trxA slr0623		cytoplasm [GO:0005737]; protein-disulfide reductase activity [GO:0015035]	1111708
P72656	reviewed	RNE_SYNY3	rne slr1129	3.1.26.12	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; RNA nuclease activity [GO:0004540]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; defense response to virus [GO:0051607]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	1111708
P72758	reviewed	CCMM_SYNY3	ccmM sll1031		carboxysome [GO:0031470]; structural constituent of carboxysome shell [GO:0043886]; carbon fixation [GO:0015977]; photosynthesis [GO:0015979]	1111708
P72932	reviewed	HLID_SYNY3	hliD hliA scpE ssr1789		photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; chlorophyll binding [GO:0016168]; pigment binding [GO:0031409]; energy quenching [GO:1990066]; photoprotection [GO:0010117]; photosynthesis [GO:0015979]	1111708
P73048	reviewed	PSBQ_SYNY3	psbQ sll1638		extrinsic component of membrane [GO:0019898]; photosystem II oxygen evolving complex [GO:0009654]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; calcium ion binding [GO:0005509]; photosynthesis [GO:0015979]	1111708
P73069	reviewed	YCF48_SYNY3	ycf48 slr2034		photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; thylakoid lumen [GO:0031977]; photosystem II assembly [GO:0010207]	1111708
P73133	reviewed	ARGD_SYNY3	argD slr1022	2.6.1.11	cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]; arginine biosynthetic process [GO:0006526]	1111708
P73183	reviewed	HLIA_SYNY3	hliA scpC ssl2542		photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; thylakoid membrane [GO:0042651]; chlorophyll binding [GO:0016168]; pigment binding [GO:0031409]; energy quenching [GO:1990066]; photosystem II assembly [GO:0010207]	1111708
P73270	reviewed	GDMH_SYNY3	gdmH speB2 sll1077	3.5.3.-	cytoplasm [GO:0005737]; agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]	1111708
P73276	reviewed	HIK2_SYNY3	hik2 slr1147	2.7.13.3	cytoplasm [GO:0005737]; 3 iron, 4 sulfur cluster binding [GO:0051538]; metal ion binding [GO:0046872]; phosphorelay sensor kinase activity [GO:0000155]	1111708
P73429	reviewed	HLIB_SYNY3	hliB scpD ssr2595		photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; thylakoid membrane [GO:0042651]; chlorophyll binding [GO:0016168]; pigment binding [GO:0031409]; energy quenching [GO:1990066]; photosystem II assembly [GO:0010207]	1111708
P73563	reviewed	HLIC_SYNY3	hliC scpB ssl1633		photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; thylakoid membrane [GO:0042651]; chlorophyll binding [GO:0016168]; pigment binding [GO:0031409]; energy quenching [GO:1990066]; photosynthesis [GO:0015979]	1111708
P73722	reviewed	LEXA_SYNY3	lexA sll1626		cytoplasm [GO:0005737]; protein-DNA complex [GO:0032993]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; DNA replication [GO:0006260]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of DNA-templated transcription [GO:0045893]; proteolysis [GO:0006508]; SOS response [GO:0009432]	1111708
P73832	reviewed	CPHB_SYNY3	cphB slr2001	3.4.15.6	protein homodimerization activity [GO:0042803]; serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]	1111708
P73911	reviewed	KATG_SYNY3	katG sll1987	1.11.1.21	catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]	1111708
P74102	reviewed	OCP_SYNY3	slr1963		phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; chloride ion binding [GO:0031404]; photoreceptor activity [GO:0009881]; light absorption [GO:0016037]	1111708
P74132	reviewed	HEMN_SYNY3	hemN sll1876	1.3.98.3	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen dehydrogenase activity [GO:0051989]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; chlorophyll biosynthetic process [GO:0015995]; porphyrin-containing compound biosynthetic process [GO:0006779]; protoporphyrinogen IX biosynthetic process [GO:0006782]	1111708
P74308	reviewed	AKR_SYNY3	slr0942	1.1.1.184	cytosol [GO:0005829]; aldo-keto reductase (NADPH) activity [GO:0004033]; aldose reductase (NADPH) activity [GO:0004032]; carbonyl reductase (NADPH) activity [GO:0004090]; NADPH binding [GO:0070402]	1111708
P74312	reviewed	ARREH_SYNY3	arsH slr0945	1.6.5.2	cytosol [GO:0005829]; ferric-chelate reductase (NADPH) activity [GO:0052851]; FMN binding [GO:0010181]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; NADPH dehydrogenase (quinone) activity [GO:0008753]; protein homotetramerization [GO:0051289]; response to metal ion [GO:0010038]	1111708
P74313	reviewed	ARSC_SYNY3	arsC slr0946	1.20.4.1; 3.1.3.48	arsenate reductase (glutaredoxin) activity [GO:0008794]; protein tyrosine phosphatase activity [GO:0004725]; response to arsenic-containing substance [GO:0046685]	1111708
P74383	reviewed	ASGX_SYNY3	sll0422	3.4.19.5	beta-aspartyl-peptidase activity [GO:0008798]; proteolysis [GO:0006508]	1111708
P74503	reviewed	KAIC3_SYNY3	kaiC3 slr1942	2.7.11.1; 3.6.4.-	ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]; magnesium ion binding [GO:0000287]; protein serine/threonine kinase activity [GO:0004674]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-templated transcription [GO:0006355]	1111708
P74535	reviewed	ARGZ_SYNY3	argZ sll1336	3.5.3.27; 4.3.1.12	hydrolase activity [GO:0016787]; lyase activity [GO:0016829]; nucleotide binding [GO:0000166]	1111708
P74646	reviewed	KAIC1_SYNY3	kaiC1 slr0758	2.7.11.1; 3.6.4.-	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; circadian rhythm [GO:0007623]; protein autophosphorylation [GO:0046777]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-templated transcription [GO:0006355]	1111708
P74721	reviewed	ADHA_SYNY3	adhA slr1192	1.1.1.2	cytoplasm [GO:0005737]; alcohol dehydrogenase (NADP+) activity [GO:0008106]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; zinc ion binding [GO:0008270]	1111708
P77961	reviewed	GLN1B_SYNY3	glnA slr1756	6.3.1.2	cytoplasm [GO:0005737]; membrane [GO:0016020]; ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; metal ion binding [GO:0046872]; ammonia assimilation cycle [GO:0019676]; glutamine biosynthetic process [GO:0006542]; nitrogen utilization [GO:0019740]	1111708
P80046	reviewed	IDH_SYNY3	icd slr1289	1.1.1.42	cytoplasm [GO:0005737]; isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	1111708
P80505	reviewed	G3P2_SYNY3	gap2 sll1342	1.2.1.59	cytoplasm [GO:0005737]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity [GO:0047100]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]	1111708
P80507	reviewed	IPYR_SYNY3	ppa ipyR slr1622	3.6.1.1	cytoplasm [GO:0005737]; inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; phosphate-containing compound metabolic process [GO:0006796]	1111708
Q54735	reviewed	CYNT_SYNY3	ccaA icfA slr1347	4.2.1.1	carboxysome [GO:0031470]; carbonate dehydratase activity [GO:0004089]; identical protein binding [GO:0042802]; zinc ion binding [GO:0008270]; carbon fixation [GO:0015977]; carbon utilization [GO:0015976]; cyanate catabolic process [GO:0009440]; photosynthesis [GO:0015979]	1111708
Q55013	reviewed	CY550_SYNY3	psbV petK sll0258		plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; photosynthesis, light reaction [GO:0019684]; respiratory electron transport chain [GO:0022904]	1111708
Q55131	reviewed	CAPDH_SYNY3	slr0049	1.5.1.55	oxidoreductase activity [GO:0016491]; spermidine biosynthetic process [GO:0008295]	1111708
Q55168	reviewed	PHY1_SYNY3	cph1 slr0473	2.7.13.3	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; phosphorelay sensor kinase activity [GO:0000155]; protein histidine kinase activity [GO:0004673]; red or far-red light photoreceptor activity [GO:0009883]; detection of visible light [GO:0009584]; protein autophosphorylation [GO:0046777]; red, far-red light phototransduction [GO:0009585]; regulation of DNA-templated transcription [GO:0006355]; response to red or far red light [GO:0009639]	1111708
Q55354	reviewed	PSBL_SYNY3	psbL smr0007		photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; photosynthesis [GO:0015979]	1111708
Q55389	reviewed	FTRC_SYNY3	ftrC sll0554	1.8.7.2	4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; ferredoxin-thioredoxin reductase activity [GO:0103012]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on iron-sulfur proteins as donors [GO:0016730]; photosynthesis [GO:0015979]	1111708
Q55415	reviewed	BICA_SYNY3	bicA sll0834		plasma membrane [GO:0005886]; fumarate transmembrane transporter activity [GO:0015138]; L-aspartate transmembrane transporter activity [GO:0015183]; metal ion binding [GO:0046872]; succinate transmembrane transporter activity [GO:0015141]; fumarate transport [GO:0015741]; sodium ion transport [GO:0006814]; succinate transmembrane transport [GO:0071422]	1111708
Q55650	reviewed	BIOU_SYNY3	bioU slr0355	2.6.1.121	NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity [GO:0016491]; transaminase activity [GO:0008483]; amino acid metabolic process [GO:0006520]; biotin biosynthetic process [GO:0009102]	1111708
Q55700	reviewed	FTSH2_SYNY3	ftsH2 slr0228	3.4.24.-	thylakoid membrane [GO:0042651]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; photosystem II repair [GO:0010206]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	1111708
Q55721	reviewed	FBT_SYNY3	slr0642		plasma membrane [GO:0005886]; 5-formyltetrahydrofolate transmembrane transporter activity [GO:0015231]; folic acid transmembrane transporter activity [GO:0008517]; methotrexate transmembrane transporter activity [GO:0015350]; 5-formyltetrahydrofolate transport [GO:0015885]; folic acid transport [GO:0015884]; methotrexate transport [GO:0051958]	1111708
Q55804	reviewed	CRHR_SYNY3	crhR deaD slr0083	3.6.4.13	cytosol [GO:0005829]; plasma membrane-derived thylakoid membrane [GO:0031676]; 3'-5' RNA helicase activity [GO:0034458]; 5'-3' RNA helicase activity [GO:0032574]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA helicase activity [GO:0003724]; RNA strand annealing activity [GO:0033592]; RNA strand-exchange activity [GO:0034057]; response to cold [GO:0009409]	1111708
Q55835	reviewed	FUTA2_SYNY3	futA2 idiA slr0513		outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane-derived thylakoid membrane [GO:0031676]; metal ion binding [GO:0046872]; iron ion transport [GO:0006826]	1111708
P05429	reviewed	PSBB_SYNY3	psbB slr0906		plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; photosynthetic electron transport in photosystem II [GO:0009772]	1111708
P07826	reviewed	PSBA1_SYNY3	psbA1 psbA-1 slr1181	1.10.3.9	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; oxygen evolving activity [GO:0010242]; photosynthetic electron transport in photosystem II [GO:0009772]; response to herbicide [GO:0009635]	1111708
P10549	reviewed	PSBO_SYNY3	psbO psb1 sll0427		photosystem II oxygen evolving complex [GO:0009654]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; oxygen evolving activity [GO:0010242]; photosystem II assembly [GO:0010207]; photosystem II stabilization [GO:0042549]	1111708
P15819	reviewed	PSBK_SYNY3	psbK sml0005		photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; photosynthesis [GO:0015979]	1111708
P17062	reviewed	NDHK2_SYNY3	ndhK2 psbG2 sll8031	7.1.1.-	plasma membrane-derived thylakoid membrane [GO:0031676]; respiratory chain complex I [GO:0045271]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; photosynthesis, light reaction [GO:0019684]	1111708
P19050	reviewed	NDHK1_SYNY3	ndhK1 psbG slr1280	7.1.1.-	plasma membrane-derived thylakoid membrane [GO:0031676]; respiratory chain complex I [GO:0045271]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; photosynthesis, light reaction [GO:0019684]	1111708
P19125	reviewed	NDHJ_SYNY3	ndhJ slr1281	7.1.1.-	plasma membrane-derived thylakoid membrane [GO:0031676]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; photosynthesis, light reaction [GO:0019684]	1111708
P19569	reviewed	PSAD_SYNY3	psaD slr0737		photosystem I [GO:0009522]; photosystem I reaction center [GO:0009538]; plasma membrane [GO:0005886]; photosynthesis [GO:0015979]	1111708
P20388	reviewed	DESA_SYNY3	desA slr1350	1.14.19.45	membrane [GO:0016020]; delta12-fatty-acid desaturase activity [GO:0102985]; oxidoreductase activity [GO:0016491]; unsaturated fatty acid biosynthetic process [GO:0006636]	1111708
P22034	reviewed	CH602_SYNY3	groEL2 cpn60-2 groL2 sll0416	5.6.1.7	GroEL-GroES complex [GO:1990220]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; isomerase activity [GO:0016853]; unfolded protein binding [GO:0051082]; chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]; response to heat [GO:0009408]	1111708
P26290	reviewed	UCRIB_SYNY3	petC2 sll1316	7.1.1.6	plasma membrane [GO:0005886]; plasma membrane-derived thylakoid membrane [GO:0031676]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; plastoquinol--plastocyanin reductase activity [GO:0009496]; photosynthesis [GO:0015979]	1111708
P26533	reviewed	ATPE_SYNY3	atpC atpE slr1330		plasma membrane [GO:0005886]; plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton motive force-driven ATP synthesis [GO:0015986]	1111708
P27179	reviewed	ATPA_SYNY3	atpA sll1326	7.1.2.2	plasma membrane [GO:0005886]; plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton motive force-driven ATP synthesis [GO:0015986]	1111708
P27724	reviewed	NDHH_SYNY3	ndhH slr0261	7.1.1.-	plasma membrane-derived thylakoid membrane [GO:0031676]; NAD binding [GO:0051287]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]; photosynthesis, light reaction [GO:0019684]	1111708
P28463	reviewed	HEM1_SYNY3	hemA slr1808	1.2.1.70	glutamyl-tRNA reductase activity [GO:0008883]; NADP binding [GO:0050661]; chlorophyll biosynthetic process [GO:0015995]; protoporphyrinogen IX biosynthetic process [GO:0006782]	1111708
P29254	reviewed	PSAA_SYNY3	psaA slr1834	1.97.1.12	photosystem I [GO:0009522]; plasma membrane [GO:0005886]; plasma membrane-derived thylakoid membrane [GO:0031676]; 4 iron, 4 sulfur cluster binding [GO:0051539]; chlorophyll binding [GO:0016168]; electron transfer activity [GO:0009055]; magnesium ion binding [GO:0000287]; oxidoreductase activity [GO:0016491]; photosynthesis [GO:0015979]	1111708
P54205	reviewed	RBL_SYNY3	cbbL rbcL slr0009	4.1.1.39	carboxysome [GO:0031470]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	1111708
P54225	reviewed	HEMH_SYNY3	hemH scpA slr0839	4.98.1.1	cytoplasm [GO:0005737]; ferrochelatase activity [GO:0004325]; metal ion binding [GO:0046872]; heme biosynthetic process [GO:0006783]	1111708
P55037	reviewed	GLTB_SYNY3	gltB sll1502	1.4.7.1	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase (ferredoxin) activity [GO:0016041]; glutamate synthase activity [GO:0015930]; metal ion binding [GO:0046872]; ammonia assimilation cycle [GO:0019676]; glutamate biosynthetic process [GO:0006537]; L-glutamate biosynthetic process [GO:0097054]	1111708
P55038	reviewed	GLTS_SYNY3	gltS sll1499	1.4.7.1	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase (ferredoxin) activity [GO:0016041]; glutamate synthase (NADH) activity [GO:0016040]; metal ion binding [GO:0046872]; ammonia assimilation cycle [GO:0019676]; glutamate biosynthetic process [GO:0006537]; L-glutamate biosynthetic process [GO:0097054]	1111708
P72575	reviewed	PSBX_SYNY3	psbX sml0002		plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; photosynthesis [GO:0015979]	1111708
P72659	reviewed	PNP_SYNY3	pnp sll1043	2.7.7.8	cytosol [GO:0005829]; 3'-5'-RNA exonuclease activity [GO:0000175]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]; RNA catabolic process [GO:0006401]; RNA processing [GO:0006396]	1111708
P72701	reviewed	PSBM_SYNY3	psbM sml0003		plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; photosynthesis, light reaction [GO:0019684]	1111708
P72703	reviewed	APAUH_SYNY3	speB1 sll0228	3.5.3.24	agmatinase activity [GO:0008783]; aminopropylagmatine ureohydrolase activity [GO:0043920]; metal ion binding [GO:0046872]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]; spermidine biosynthetic process [GO:0008295]	1111708
P72740	reviewed	DLDH_SYNY3	lpdA pdhD slr1096	1.8.1.4	oxoglutarate dehydrogenase complex [GO:0045252]; plasma membrane [GO:0005886]; dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]	1111708
P72760	reviewed	CCMK1_SYNY3	ccmK1 sll1029		carboxysome [GO:0031470]; structural constituent of carboxysome shell [GO:0043886]; carbon fixation [GO:0015977]; photosynthesis [GO:0015979]	1111708
P72781	reviewed	RRE1_SYNY3	rre1 ycf29 slr1783		cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	1111708
P72793	reviewed	HEMJ_SYNY3	hemJ slr1790	1.3.99.-	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; protoporphyrinogen oxidase activity [GO:0070818]; protoporphyrinogen IX biosynthetic process [GO:0006782]	1111708
P72827	reviewed	FUTA1_SYNY3	futA1 slr1295		plasma membrane-derived thylakoid membrane [GO:0031676]; metal ion binding [GO:0046872]; iron ion transport [GO:0006826]	1111708
P72848	reviewed	HEM6_SYNY3	hemF sll1185	1.3.3.3	cytoplasm [GO:0005737]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; chlorophyll biosynthetic process [GO:0015995]; protoporphyrinogen IX biosynthetic process [GO:0006782]	1111708
P72991	reviewed	FTSH3_SYNY3	ftsH3 slr1604	3.4.24.-	plasma membrane-derived thylakoid membrane [GO:0031676]; thylakoid [GO:0009579]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	1111708
P73033	reviewed	GPDA_SYNY3	gpsA slr1755	1.1.1.94	cytosol [GO:0005829]; glycerol-3-phosphate dehydrogenase (NADP+) activity [GO:0141153]; glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; NAD binding [GO:0051287]; carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate biosynthetic process [GO:0046167]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerol-3-phosphate metabolic process [GO:0006072]; glycerophospholipid metabolic process [GO:0006650]; phospholipid biosynthetic process [GO:0008654]	1111708
P73070	reviewed	PSBJ_SYNY3	psbJ smr0008		photosystem II [GO:0009523]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; photosynthesis [GO:0015979]	1111708
P73093	reviewed	PYG_SYNY3	cpcG cpcG1 slr2051		phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	1111708
