Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
O07566	reviewed	NTDA_BACSU	ntdA yhjL BSU10550	2.6.1.104	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; antibiotic biosynthetic process [GO:0017000]; polysaccharide biosynthetic process [GO:0000271]	224308
O07600	reviewed	FABH2_BACSU	fabHB fabH2 yhfB BSU10170	2.3.1.180; 2.3.1.300	cytoplasm [GO:0005737]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]; fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550]	224308
O07623	reviewed	SBOA_BACSU	sboA sbo BSU37350		extracellular region [GO:0005576]; defense response to bacterium [GO:0042742]; killing of cells of another organism [GO:0031640]	224308
O08336	reviewed	CYPB_BACSU	cypB cyp102A3 yrhJ BSU27160	1.14.14.1; 1.6.2.4	cytosol [GO:0005829]; aromatase activity [GO:0070330]; fatty acid binding [GO:0005504]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; NADPH-hemoprotein reductase activity [GO:0003958]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; fatty acid oxidation [GO:0019395]	224308
O08394	reviewed	CYPD_BACSU	cypD cyp102A2 yetO yfnJ BSU07250	1.14.14.1; 1.6.2.4	cytosol [GO:0005829]; aromatase activity [GO:0070330]; fatty acid binding [GO:0005504]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; NADPH-hemoprotein reductase activity [GO:0003958]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; fatty acid oxidation [GO:0019395]	224308
O31422	reviewed	SKFA_BACSU	skfA ybcO BSU01910		extracellular region [GO:0005576]; defense response to bacterium [GO:0042742]; killing of cells of another organism [GO:0031640]	224308
O31461	reviewed	ILVE1_BACSU	ilvE ybgE BSU02390	2.6.1.42	L-isoleucine transaminase activity [GO:0052656]; L-leucine transaminase activity [GO:0052654]; L-leucine:2-oxoglutarate aminotransferase activity [GO:0050048]; L-valine transaminase activity [GO:0052655]; isoleucine biosynthetic process [GO:0009097]; L-leucine biosynthetic process [GO:0009098]; valine biosynthetic process [GO:0009099]	224308
O31523	reviewed	RHGT1_BACSU	rhgT yesT BSU07020	3.1.1.-	hydrolase activity [GO:0016787]	224308
O31526	reviewed	YESW_BACSU	yesW BSU07050	4.2.2.23	extracellular region [GO:0005576]; metal ion binding [GO:0046872]; rhamnogalacturonan endolyase activity [GO:0102210]; cell wall organization [GO:0071555]	224308
O31527	reviewed	YESX_BACSU	yesX BSU07060	4.2.2.24	extracellular region [GO:0005576]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]; cell wall organization [GO:0071555]	224308
O31602	reviewed	SPX_BACSU	spx spxA yjbD BSU11500		cytoplasm [GO:0005737]; negative regulation of DNA-templated transcription [GO:0045892]	224308
O31611	reviewed	YJBM_BACSU	yjbM BSU11600	2.7.6.5	ATP binding [GO:0005524]; GTP binding [GO:0005525]; GTP diphosphokinase activity [GO:0008728]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; guanosine tetraphosphate biosynthetic process [GO:0015970]	224308
O31612	reviewed	NADK1_BACSU	ppnKA nadF yjbN BSU11610	2.7.1.23	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NAD+ kinase activity [GO:0003951]; NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]	224308
O31616	reviewed	GLYOX_BACSU	thiO goxB yjbR BSU11670	1.4.3.19	cytoplasm [GO:0005737]; FAD binding [GO:0071949]; glycine oxidase activity [GO:0043799]; amino acid metabolic process [GO:0006520]; response to herbicide [GO:0009635]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	224308
O31644	reviewed	MANR_BACSU	manR BSU12000	2.7.1.191	DNA binding [GO:0003677]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; regulation of DNA-templated transcription [GO:0006355]	224308
O31645	reviewed	PTN3B_BACSU	manP yjdD BSU12010	2.7.1.191	plasma membrane [GO:0005886]; carbohydrate:proton symporter activity [GO:0005351]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity [GO:0022877]; protein-phosphocysteine-sugar phosphotransferase activity [GO:0090563]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	224308
O31662	reviewed	MTNA_BACSU	mtnA ykrS BSU13550	5.3.1.23	S-methyl-5-thioribose-1-phosphate isomerase activity [GO:0046523]; L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]	224308
O31677	reviewed	QUEE_BACSU	queE ykvL BSU13740	4.3.99.3	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; S-adenosyl-L-methionine binding [GO:1904047]; queuosine biosynthetic process [GO:0008616]	224308
O31678	reviewed	QUEF_BACSU	queF ykvM BSU13750	1.7.1.13	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; preQ1 synthase activity [GO:0033739]; queuosine biosynthetic process [GO:0008616]; tRNA modification [GO:0006400]	224308
O31691	reviewed	GLCT_BACSU	glcT ykwA BSU13880		RNA binding [GO:0003723]; positive regulation of DNA-templated transcription [GO:0045893]	224308
O31718	reviewed	RPOY_BACSU	rpoY ykzG BSU14540	2.7.7.6	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; nucleoid [GO:0009295]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; DNA-templated transcription [GO:0006351]	224308
O31749	reviewed	PYRH_BACSU	pyrH smbA BSU16510	2.7.4.22	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UMP kinase activity [GO:0033862]; 'de novo' CTP biosynthetic process [GO:0044210]; UDP biosynthetic process [GO:0006225]	224308
O31760	reviewed	RNJ2_BACSU	rnjB ymfA BSU16780	3.1.-.-	cytoplasm [GO:0005737]; 5'-3' RNA exonuclease activity [GO:0004534]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; zinc ion binding [GO:0008270]; mRNA processing [GO:0006397]; rRNA processing [GO:0006364]	224308
O31774	reviewed	RNY_BACSU	rny ymdA BSU16960	3.1.-.-	plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; mRNA catabolic process [GO:0006402]; mRNA processing [GO:0006397]	224308
O31775	reviewed	YMDB_BACSU	ymdB BSU16970	3.1.4.16	cytoplasm [GO:0005737]; 2',3'-cyclic-nucleotide 2'-phosphodiesterase activity [GO:0008663]; 2',3'-cyclic-nucleotide 3'-phosphodiesterase activity [GO:0004113]; metal ion binding [GO:0046872]	224308
O31854	reviewed	CDAS_BACSU	cdaS dacB yojJ BSU19430	2.7.7.85	adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; diadenylate cyclase activity [GO:0106408]; cAMP biosynthetic process [GO:0006171]	224308
O32001	reviewed	YOKF_BACSU	yokF BSU21610	3.1.-.-	plasma membrane [GO:0005886]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]; nucleic acid binding [GO:0003676]	224308
O32076	reviewed	FLOT_BACSU	floT yuaG yuaH BSU31010		membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protease binding [GO:0002020]; protein localization to plasma membrane [GO:0072659]; regulation of cell shape [GO:0008360]	224308
O32129	reviewed	LIPA_BACSU	lipA yutB BSU32330	2.8.1.8	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]; lipoate biosynthetic process [GO:0009107]; protein lipoylation [GO:0009249]	224308
O32141	reviewed	PUCL_BACSU	pucL yunL BSU32450	1.7.3.3; 4.1.1.97	peroxisome [GO:0005777]; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity [GO:0051997]; urate oxidase activity [GO:0004846]; allantoin metabolic process [GO:0000255]; purine nucleobase metabolic process [GO:0006144]; urate catabolic process [GO:0019628]	224308
O32142	reviewed	HIUH_BACSU	pucM yunM BSU32460	3.5.2.17	hydroxyisourate hydrolase activity [GO:0033971]; identical protein binding [GO:0042802]; purine nucleobase metabolic process [GO:0006144]; urate catabolic process [GO:0019628]	224308
O32148	reviewed	PUCG_BACSU	pucG yurG BSU32520	2.6.1.112	peroxisome [GO:0005777]; alanine-glyoxylate transaminase activity [GO:0008453]; serine-pyruvate transaminase activity [GO:0004760]; allantoin catabolic process [GO:0000256]; glycine biosynthetic process, by transamination of glyoxylate [GO:0019265]; purine nucleobase metabolic process [GO:0006144]	224308
O32163	reviewed	SUFU_BACSU	sufU iscU nifU yurV BSU32680	2.-.-.-	cytoplasm [GO:0005737]; 2 iron, 2 sulfur cluster binding [GO:0051537]; ferrous iron binding [GO:0008198]; transferase activity [GO:0016740]; intracellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]	224308
O32164	reviewed	SUFS_BACSU	sufS csd yurW BSU32690	2.8.1.7	cysteine desulfurase activity [GO:0031071]; pyridoxal phosphate binding [GO:0030170]; cysteine metabolic process [GO:0006534]	224308
O32219	reviewed	CADA_BACSU	cadA yvgW BSU33490	7.2.2.12; 7.2.2.21	membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cadmium ion transmembrane transporter activity [GO:0015086]; metal ion binding [GO:0046872]; P-type cadmium transporter activity [GO:0008551]; P-type zinc transporter activity [GO:0016463]; cobalt ion transport [GO:0006824]; copper ion transport [GO:0006825]; metal ion transport [GO:0030001]; response to cadmium ion [GO:0046686]; transmembrane transport [GO:0055085]	224308
O32220	reviewed	COPA_BACSU	copA yvgX BSU33500	7.2.2.8	membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; copper ion binding [GO:0005507]; identical protein binding [GO:0042802]; P-type divalent copper transporter activity [GO:0043682]; P-type monovalent copper transporter activity [GO:0140581]; copper ion homeostasis [GO:0055070]	224308
O32224	reviewed	AZOR2_BACSU	azoR2 yvaB BSU33540	1.6.5.-; 1.7.1.17	electron transfer activity [GO:0009055]; FMN binding [GO:0010181]; oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor [GO:0016652]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; catabolic process [GO:0009056]; response to toxic substance [GO:0009636]	224308
O34313	reviewed	NTPES_BACSU	yfkN BSU07840	3.1.3.5; 3.1.3.6; 3.1.4.16	extracellular region [GO:0005576]; outer membrane-bounded periplasmic space [GO:0030288]; 2',3'-cyclic-nucleotide 2'-phosphodiesterase activity [GO:0008663]; 3'-nucleotidase activity [GO:0008254]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; XMP 5'-nucleosidase activity [GO:0106411]; nucleotide catabolic process [GO:0009166]	224308
O34327	reviewed	RAPJ_BACSU	rapJ ycdE BSU02820	3.1.3.-	cytoplasm [GO:0005737]; phosphoprotein phosphatase activity [GO:0004721]; sporulation resulting in formation of a cellular spore [GO:0030435]	224308
O34344	reviewed	SDPC_BACSU	sdpC yvaY BSU33770		extracellular region [GO:0005576]; toxin activity [GO:0090729]; cell killing [GO:0001906]; defense response to bacterium [GO:0042742]; killing of cells of another organism [GO:0031640]	224308
O34398	reviewed	LIGD_BACSU	ligd ykoU BSU13400	6.5.1.1	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA ligase (ATP) activity [GO:0003910]; DNA-directed DNA polymerase activity [GO:0003887]; exonuclease activity [GO:0004527]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; sporulation resulting in formation of a cellular spore [GO:0030435]	224308
O34403	reviewed	FPG_BACSU	mutM fpg ytaE BSU29080	3.2.2.23; 4.2.99.18	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]	224308
O34425	reviewed	G3P2_BACSU	gapB BSU29020	1.2.1.59	cytoplasm [GO:0005737]; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity [GO:0043891]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity [GO:0047100]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; gluconeogenesis [GO:0006094]; glucose metabolic process [GO:0006006]	224308
O34431	reviewed	ATCL_BACSU	yloB BSU15650	7.2.2.10	membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]; P-type calcium transporter activity [GO:0005388]; P-type ion transporter activity [GO:0015662]; monoatomic ion transmembrane transport [GO:0034220]	224308
O34450	reviewed	NAGA_BACSU	nagA BSU35010	3.5.1.25	iron ion binding [GO:0005506]; N-acetylgalactosamine-6-phosphate deacetylase activity [GO:0047419]; N-acetylglucosamine-6-phosphate deacetylase activity [GO:0008448]; protein homodimerization activity [GO:0042803]; N-acetylglucosamine catabolic process [GO:0006046]; N-acetylneuraminate catabolic process [GO:0019262]	224308
O34481	reviewed	RECD2_BACSU	recD2 recDB yrrC BSU27480	5.6.2.3	cytoplasm [GO:0005737]; exodeoxyribonuclease V complex [GO:0009338]; nucleoid [GO:0009295]; 5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; isomerase activity [GO:0016853]; single-stranded DNA helicase activity [GO:0017116]; DNA recombination [GO:0006310]	224308
O34483	reviewed	HPRK_BACSU	hprK ptsK yvoB BSU35000	2.7.11.-; 2.7.4.-	cytosol [GO:0005829]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphorelay sensor kinase activity [GO:0000155]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; regulation of carbohydrate metabolic process [GO:0006109]	224308
O34507	reviewed	PRKC_BACSU	prkC yloP BSU15770	2.7.11.1	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; peptidoglycan binding [GO:0042834]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; cellular response to peptidoglycan [GO:0071224]; protein phosphorylation [GO:0006468]; signal transduction [GO:0007165]; spore germination [GO:0009847]	224308
O34513	reviewed	TMCAL_BACSU	tmcAL ylbM BSU15060	6.3.4.-	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; tRNA binding [GO:0000049]; tRNA modification [GO:0006400]	224308
O34521	reviewed	PTWCB_BACSU	nagP yflF BSU07700	2.7.1.193	membrane raft [GO:0045121]; organelle inner membrane [GO:0019866]; plasma membrane [GO:0005886]; kinase activity [GO:0016301]; N-acetylglucosamine transmembrane transporter activity [GO:0015572]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-sugar phosphotransferase activity [GO:0090563]; N-acetylglucosamine transport [GO:0015764]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	224308
O34525	reviewed	SPPA_BACSU	sppA yteI BSU29530	3.4.21.-	membrane raft [GO:0045121]; plasma membrane [GO:0005886]; serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]	224308
O34527	reviewed	CYMR_BACSU	cymR yrzC BSU27520		cytosol [GO:0005829]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; core promoter sequence-specific DNA binding [GO:0001046]; DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein heterooligomerization [GO:0051291]; regulation of DNA-templated transcription [GO:0006355]	224308
O34530	reviewed	RSGA_BACSU	rsgA cpgA engC yloQ BSU15780	3.6.1.-	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; ribosomal small subunit biogenesis [GO:0042274]	224308
O34539	reviewed	NDPGT_BACSU	yjiC BSU12220	2.4.1.384	hexosyltransferase activity [GO:0016758]; UDP-glycosyltransferase activity [GO:0008194]; antibiotic biosynthetic process [GO:0017000]	224308
O34559	reviewed	URHG2_BACSU	yteR BSU30120	3.2.1.172	cytoplasm [GO:0005737]; unsaturated rhamnogalacturonyl hydrolase activity [GO:0102211]; carbohydrate metabolic process [GO:0005975]	224308
O34614	reviewed	MNMM_BACSU	mnmM ytqB BSU30490	2.1.1.61	tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity [GO:0004808]; methylation [GO:0032259]; tRNA processing [GO:0008033]	224308
O34676	reviewed	KAMA_BACSU	kamA BSU19690	5.4.3.2	4 iron, 4 sulfur cluster binding [GO:0051539]; L-lysine 2,3-aminomutase activity [GO:0050066]; metal ion binding [GO:0046872]; L-lysine catabolic process to acetate [GO:0019475]	224308
O34680	reviewed	YDIP_BACSU	ydiP BSU06070	2.1.1.37	DNA (cytosine-5-)-methyltransferase activity [GO:0003886]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]; DNA restriction-modification system [GO:0009307]; methylation [GO:0032259]	224308
O34693	reviewed	RQCH_BACSU	rqcH yloA BSU15640		RQC complex [GO:1990112]; ribosomal large subunit binding [GO:0043023]; tRNA binding [GO:0000049]; rescue of stalled ribosome [GO:0072344]	224308
O34714	reviewed	OXDC_BACSU	oxdC yvrK BSU33240	4.1.1.2	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; oxalate decarboxylase activity [GO:0046564]; oxalate metabolic process [GO:0033609]	224308
O34746	reviewed	FABH1_BACSU	fabHA fabH fabH1 yjaX BSU11330	2.3.1.180; 2.3.1.300	cytoplasm [GO:0005737]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]; beta-ketodecanoyl-[acyl-carrier-protein] synthase activity [GO:0061990]; fatty acid biosynthetic process [GO:0006633]	224308
O34748	reviewed	RECQ_BACSU	recQ yocI BSU19220	5.6.2.4	bacterial nucleoid [GO:0043590]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; replisome [GO:0030894]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; four-way junction helicase activity [GO:0009378]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]	224308
O34777	reviewed	OHRR_BACSU	ohrR ykmA BSU13150		cytoplasm [GO:0005737]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of DNA-templated transcription [GO:0006355]; response to hydrogen peroxide [GO:0042542]; response to stress [GO:0006950]	224308
O34798	reviewed	PDAC_BACSU	pdaC yjeA BSU12100	3.5.1.-	plasma membrane [GO:0005886]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]	224308
O34817	reviewed	NAGR_BACSU	nagR yvoA BSU35030		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]	224308
O34840	reviewed	CHAA_BACSU	chaA yfkE BSU07920		plasma membrane [GO:0005886]; calcium:proton antiporter activity [GO:0015369]; calcium ion transmembrane transport [GO:0070588]; intracellular calcium ion homeostasis [GO:0006874]	224308
O34860	reviewed	RSBRB_BACSU	rsbRB ykoB BSU13200			224308
O34919	reviewed	YOSS_BACSU	yosS yojU BSU20020	3.6.1.23	protein-containing complex [GO:0032991]; dUTP diphosphatase activity [GO:0004170]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; dUMP biosynthetic process [GO:0006226]; dUTP catabolic process [GO:0046081]	224308
O34926	reviewed	CYPX_BACSU	cypX cyp134 cypB BSU35060	1.14.15.13	heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen [GO:0016713]; pigment biosynthetic process [GO:0046148]	224308
O34928	reviewed	PDAA_BACSU	pdaA yfjS BSU07980	3.5.1.-	deacetylase activity [GO:0019213]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]; sporulation resulting in formation of a cellular spore [GO:0030435]	224308
O34939	reviewed	YDIO_BACSU	ydiO BSU06060	2.1.1.37	DNA (cytosine-5-)-methyltransferase activity [GO:0003886]; DNA binding [GO:0003677]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]; DNA restriction-modification system [GO:0009307]; methylation [GO:0032259]	224308
O34962	reviewed	MAO4_BACSU	ytsJ BSU29220	1.1.1.40; 4.1.1.101	malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; malate dehydrogenase (decarboxylating) (NADP+) activity [GO:0004473]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; oxaloacetate decarboxylase activity [GO:0008948]	224308
O35000	reviewed	NAGB_BACSU	nagB BSU35020	3.5.99.6	cytoplasm [GO:0005737]; glucosamine-6-phosphate deaminase activity [GO:0004342]; identical protein binding [GO:0042802]; carbohydrate metabolic process [GO:0005975]; glucosamine catabolic process [GO:0006043]; N-acetylglucosamine catabolic process [GO:0006046]; N-acetylneuraminate catabolic process [GO:0019262]	224308
O35002	reviewed	CTPB_BACSU	ctpB yvjB BSU35240	3.4.21.102	outer membrane-bounded periplasmic space [GO:0030288]; endopeptidase activity [GO:0004175]; identical protein binding [GO:0042802]; peptidase activity [GO:0008233]; peptide binding [GO:0042277]; protein homodimerization activity [GO:0042803]; serine-type endopeptidase activity [GO:0004252]; peptide metabolic process [GO:0006518]; proteolysis [GO:0006508]; signal transduction [GO:0007165]; sporulation resulting in formation of a cellular spore [GO:0030435]	224308
O35013	reviewed	YTKD_BACSU	ytkD mutTA BSU30630	3.6.1.55	cytoplasm [GO:0005737]; 8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity [GO:0035539]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; metal ion binding [GO:0046872]	224308
O54408	reviewed	RELA_BACSU	relA BSU27600	2.7.6.5	ATP binding [GO:0005524]; GTP binding [GO:0005525]; GTP diphosphokinase activity [GO:0008728]; kinase activity [GO:0016301]; guanosine tetraphosphate biosynthetic process [GO:0015970]	224308
P00497	reviewed	PUR1_BACSU	purF BSU06490	2.4.2.14	4 iron, 4 sulfur cluster binding [GO:0051539]; amidophosphoribosyltransferase activity [GO:0004044]; magnesium ion binding [GO:0000287]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]; purine nucleobase biosynthetic process [GO:0009113]; purine nucleotide biosynthetic process [GO:0006164]	224308
P04189	reviewed	SUBT_BACSU	aprE apr aprA sprE BSU10300	3.4.21.62	extracellular region [GO:0005576]; metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	224308
