Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
Q9WYH1	reviewed	ESTD_THEMA	estD TM_0336 THEMA_03040 Tmari_0334	3.1.1.1	carboxylesterase activity [GO:0106435]; carboxylic ester hydrolase activity [GO:0052689]	243274
Q9WYJ1	reviewed	TSAL_THEMA	TM_0356	4.3.1.17; 4.3.1.19	L-serine ammonia-lyase activity [GO:0003941]; pyridoxal phosphate binding [GO:0030170]; threonine deaminase activity [GO:0004794]; isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567]	243274
Q9WYP7	reviewed	IOLO_THEMA	iolO TM_0416	5.1.3.-; 5.3.1.-	isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; inositol metabolic process [GO:0006020]	243274
Q9WYR4	reviewed	PTLY_THEMA	pelA TM_0433	4.2.2.22	extracellular region [GO:0005576]; metal ion binding [GO:0046872]; pectate lyase activity [GO:0030570]; cell wall organization [GO:0071555]; polysaccharide catabolic process [GO:0000272]	243274
Q9WYT0	reviewed	THYX_THEMA	thyX thy1 TM_0449	2.1.1.148	flavin adenine dinucleotide binding [GO:0050660]; NADPH binding [GO:0070402]; thymidylate synthase (FAD) activity [GO:0050797]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; methylation [GO:0032259]	243274
Q9WYW0	reviewed	NPD_THEMA	cobB sir2 TM_0490	2.3.1.286	cytoplasm [GO:0005737]; NAD+ binding [GO:0070403]; NAD-dependent histone deacetylase activity [GO:0017136]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]	243274
Q9WZ31	reviewed	CORA_THEMA	corA TM_0561		plasma membrane [GO:0005886]; cobalt ion binding [GO:0050897]; cobalt ion transmembrane transporter activity [GO:0015087]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; magnesium ion transmembrane transporter activity [GO:0015095]; cobalt ion transport [GO:0006824]; magnesium ion transmembrane transport [GO:1903830]; protein homooligomerization [GO:0051260]	243274
Q9WZ49	reviewed	FTSH_THEMA	ftsH TM_0580	3.4.24.-	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; identical protein binding [GO:0042802]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	243274
Q9WZC2	reviewed	SPEE_THEMA	speE TM_0654	2.5.1.16	cytosol [GO:0005829]; agmatine aminopropyltransferase activity [GO:0043919]; cadaverine aminopropyltransferase activity [GO:0043918]; spermidine synthase activity [GO:0004766]; sym-norspermidine synthase activity [GO:0050314]; thermospermine synthase activity [GO:0010487]; spermidine biosynthetic process [GO:0008295]	243274
Q9WZP2	reviewed	ENCAP_THEMA	enc TM_0785	3.4.-.-	encapsulin nanocompartment [GO:0140737]; peptidase activity [GO:0008233]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]; proteolysis [GO:0006508]	243274
Q9WZP7	reviewed	THIDN_THEMA	thiDN TM_0790	2.5.1.3; 2.7.1.49; 2.7.4.7	cytosol [GO:0005829]; ATP binding [GO:0005524]; hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]; thiamine-phosphate diphosphorylase activity [GO:0004789]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	243274
Q9WZY3	reviewed	METAA_THEMA	metAA metA TM_0881	2.3.1.31	cytoplasm [GO:0005737]; homoserine O-acetyltransferase activity [GO:0004414]; homoserine O-succinyltransferase activity [GO:0008899]; L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine [GO:0019281]	243274
Q9X015	reviewed	MAZG_THEMA	mazG TM_0913	3.6.1.1; 3.6.1.9	ATP binding [GO:0005524]; inorganic diphosphate phosphatase activity [GO:0004427]; metal ion binding [GO:0046872]; nucleoside triphosphate diphosphatase activity [GO:0047429]; dATP catabolic process [GO:0046061]; dGTP catabolic process [GO:0006203]; dTTP catabolic process [GO:0046076]; dUTP catabolic process [GO:0046081]; TTP catabolic process [GO:0046047]; UTP catabolic process [GO:0046052]	243274
Q9X0C6	reviewed	HIS6_THEMA	hisF TM_1036	4.3.2.10	cytoplasm [GO:0005737]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; L-histidine biosynthetic process [GO:0000105]	243274
Q9X0C8	reviewed	HIS5_THEMA	hisH TM_1038	3.5.1.2; 4.3.2.10	cytoplasm [GO:0005737]; glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; glutamine metabolic process [GO:0006541]; L-histidine biosynthetic process [GO:0000105]	243274
Q9X0X3	reviewed	PURL_THEMA	purL TM_1246	6.3.5.3	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]; purine nucleotide biosynthetic process [GO:0006164]	243274
Q9X0Z7	reviewed	ALGLR_THEMA	aar metC TM_1270 Tmari_1275	5.1.1.1; 5.1.1.3	cytoplasm [GO:0005737]; alanine racemase activity [GO:0008784]; carbon-sulfur lyase activity [GO:0016846]; glutamate racemase activity [GO:0008881]; pyridoxal phosphate binding [GO:0030170]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; transsulfuration [GO:0019346]	243274
Q9X108	reviewed	BGLT_THEMA	bglT TM_1281	3.2.1.86	6-phospho-beta-glucosidase activity [GO:0008706]; metal ion binding [GO:0046872]; methyl beta-D-glucoside 6-phosphate glucohydrolase activity [GO:0103047]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carbohydrate metabolic process [GO:0005975]	243274
Q9X1A5	reviewed	G6PI_THEMA	pgi TM_1385	5.3.1.9	cytosol [GO:0005829]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]; gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	243274
Q9X1K8	reviewed	DAPB_THEMA	dapB TM_1520	1.17.1.8	cytosol [GO:0005829]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	243274
Q9X1K9	reviewed	DAPA_THEMA	dapA TM_1521	4.3.3.7	cytosol [GO:0005829]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	243274
Q9X1L0	reviewed	DAPF_THEMA	dapF TM_1522	5.1.1.7	cytosol [GO:0005829]; diaminopimelate epimerase activity [GO:0008837]; lysine biosynthetic process via diaminopimelate [GO:0009089]	243274
Q9X1N5	reviewed	WECA_THEMA	wecA TM_1549	2.7.8.33	Gram-negative-bacterium-type cell wall [GO:0009276]; plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0036380]; capsule polysaccharide biosynthetic process [GO:0045227]; cell wall macromolecule biosynthetic process [GO:0044038]; cell wall organization [GO:0071555]; lipopolysaccharide biosynthetic process [GO:0009103]	243274
Q9X1T3	reviewed	LYSRA_THEMA	TM_1597	5.1.1.12; 5.1.1.5	cytosol [GO:0005829]; alanine racemase activity [GO:0008784]; lysine racemase activity [GO:0018113]; ornithine racemase activity [GO:0050157]; pyridoxal phosphate binding [GO:0030170]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	243274
Q9X1X0	reviewed	MRE11_THEMA	mre11 TM_1635	3.1.-.-	3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA endonuclease activity [GO:0004520]; DNA exonuclease activity [GO:0004529]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; double-strand break repair [GO:0006302]	243274
Q9X1X1	reviewed	RAD50_THEMA	rad50 TM_1636	3.6.-.-	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; double-strand break repair [GO:0006302]	243274
Q9X1Z1	reviewed	ECFA1_THEMA	ecfA1 cbiO ecfA' TM_1663	7.-.-.-	ATP-binding cassette (ABC) transporter complex [GO:0043190]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; riboflavin transmembrane transporter activity [GO:0032217]; riboflavin transport [GO:0032218]	243274
Q9X2A4	reviewed	ARGB_THEMA	argB TM_1784	2.7.2.8	cytoplasm [GO:0005737]; acetylglutamate kinase activity [GO:0003991]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]; arginine biosynthetic process via ornithine [GO:0042450]	243274
Q9X2H9	reviewed	NFI_THEMA	nfi TM_1865	3.1.21.7	cytoplasm [GO:0005737]; deoxyribonuclease V activity [GO:0043737]; magnesium ion binding [GO:0000287]; RNA endonuclease activity, producing 5'-phosphomonoesters [GO:0016891]; single-stranded RNA binding [GO:0003727]; DNA repair [GO:0006281]	243274
O33833	reviewed	BFRA_THEMA	bfrA TM_1414	3.2.1.26	beta-fructofuranosidase activity [GO:0004564]; carbohydrate metabolic process [GO:0005975]	243274
O52682	reviewed	HYDB_THEMA	hydB TM_1425 Tmari_1431	1.12.1.4	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]	243274
O52683	reviewed	HYDA_THEMA	hydA TM_1426 Tmari_1432	1.12.1.4	cytoplasm [GO:0005737]; membrane [GO:0016020]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	243274
P38516	reviewed	RL4_THEMA	rplD TM_1499		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; DNA binding [GO:0003677]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	243274
P46799	reviewed	TOP1_THEMA	topA TM_0258	5.6.2.1	DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; metal ion binding [GO:0046872]; DNA topological change [GO:0006265]	243274
P74921	reviewed	ILVE_THEMA	ilvE TM_0831	2.6.1.42	L-isoleucine transaminase activity [GO:0052656]; L-leucine transaminase activity [GO:0052654]; L-leucine:2-oxoglutarate aminotransferase activity [GO:0050048]; L-valine transaminase activity [GO:0052655]; carboxylic acid metabolic process [GO:0019752]; isoleucine biosynthetic process [GO:0009097]; L-leucine biosynthetic process [GO:0009098]; valine biosynthetic process [GO:0009099]	243274
P80099	reviewed	MGTA_THEMA	mgtA TM_0364	2.4.1.25	cytoplasm [GO:0005737]; 4-alpha-glucanotransferase activity [GO:0004134]; alpha-amylase activity [GO:0004556]; beta-maltose 4-alpha-glucanotransferase activity [GO:0102500]; metal ion binding [GO:0046872]; oligosaccharide catabolic process [GO:0009313]	243274
P96105	reviewed	AGUA_THEMA	aguA TM_0055	3.2.1.131	extracellular region [GO:0005576]; alpha-glucuronidase activity [GO:0046559]; xylan alpha-1,2-glucuronosidase activity [GO:0033939]; glucuronoxylan catabolic process [GO:2000886]	243274
P96110	reviewed	DHE3_THEMA	gdhA gdh TM_1015	1.4.1.3	glutamate dehydrogenase (NAD+) activity [GO:0004352]; glutamate dehydrogenase (NADP+) activity [GO:0004354]; glutamate catabolic process [GO:0006538]	243274
Q08654	reviewed	TRPGD_THEMA	trpGD trpD TM_0141	2.4.2.18; 4.1.3.27	anthranilate phosphoribosyltransferase activity [GO:0004048]; anthranilate synthase activity [GO:0004049]; magnesium ion binding [GO:0000287]; glutamine metabolic process [GO:0006541]; tryptophan biosynthetic process [GO:0000162]	243274
Q56308	reviewed	PIMT_THEMA	pcm TM_0704	2.1.1.77	cytoplasm [GO:0005737]; protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719]; methylation [GO:0032259]; protein modification process [GO:0036211]; protein repair [GO:0030091]	243274
Q60034	reviewed	DYR_THEMA	folA dyrA TM_1641	1.5.1.3	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; identical protein binding [GO:0042802]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	243274
Q9WXM1	reviewed	AEEP_THEMA	TM_0006	5.1.1.20	L-Ala-D/L-Glu epimerase activity [GO:0103031]; metal ion binding [GO:0046872]; racemase and epimerase activity, acting on amino acids and derivatives [GO:0016855]; cell wall macromolecule catabolic process [GO:0016998]; cell wall organization [GO:0071555]	243274
Q9WY06	reviewed	IXTPA_THEMA	TM_0159	3.6.1.66	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleoside triphosphate diphosphatase activity [GO:0047429]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222]; nucleoside triphosphate catabolic process [GO:0009143]; nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	243274
Q9WY30	reviewed	CDPD_THEMA	TM_0186 Tmari_0184	3.1.4.-	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; phosphorelay signal transduction system [GO:0000160]	243274
Q9WY40	reviewed	TTUA_THEMA	ttuA TM_0197	2.8.1.-	cytosolic tRNA wobble base thiouridylase complex [GO:0002144]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; tRNA binding [GO:0000049]; tRNA wobble position uridine thiolation [GO:0002143]	243274
Q9WY51	reviewed	KPYK_THEMA	pyk TM_0208	2.7.1.40	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]; glycolytic process [GO:0006096]	243274
Q9WYB1	reviewed	ACKA_THEMA	ackA TM_0274	2.7.2.1	cytoplasm [GO:0005737]; acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; acetate metabolic process [GO:0006083]; acetyl-CoA biosynthetic process [GO:0006085]	243274
Q9WYH8	reviewed	AROF_THEMA	aroF TM_0343	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; aldehyde-lyase activity [GO:0016832]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	243274
Q9WYI3	reviewed	AROKB_THEMA	aroKB TM_0348	2.7.1.71; 4.2.3.4	cytoplasm [GO:0005737]; 3-dehydroquinate synthase activity [GO:0003856]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; shikimate kinase activity [GO:0004765]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	243274
Q9WYN2	reviewed	KITH_THEMA	tdk TM_0401	2.7.1.21	cytosol [GO:0005829]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; thymidine kinase activity [GO:0004797]; zinc ion binding [GO:0008270]; DNA biosynthetic process [GO:0071897]; thymidine metabolic process [GO:0046104]	243274
Q9WYP3	reviewed	IOLM_THEMA	iolM TM_0412	1.1.1.-	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]; inositol metabolic process [GO:0006020]	243274
Q9WYU3	reviewed	PDXT_THEMA	pdxT yaaE TM_0472	3.5.1.2; 4.3.3.6	cytosol [GO:0005829]; glutaminase complex [GO:1903600]; glutaminase activity [GO:0004359]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]; glutamine catabolic process [GO:0006543]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine metabolic process [GO:0008614]	243274
Q9WYU4	reviewed	PDXS_THEMA	pdxS yaaD TM_0473	4.3.3.6	amine-lyase activity [GO:0016843]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]; amino acid metabolic process [GO:0006520]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]	243274
Q9WYZ1	reviewed	HSLV_THEMA	hslV TM_0521	3.4.25.2	cytoplasm [GO:0005737]; HslUV protease complex [GO:0009376]; proteasome core complex [GO:0005839]; metal ion binding [GO:0046872]; threonine-type endopeptidase activity [GO:0004298]; proteolysis involved in protein catabolic process [GO:0051603]	243274
Q9WZ20	reviewed	ILVC_THEMA	ilvC TM_0550	1.1.1.86	cytosol [GO:0005829]; ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	243274
Q9WZ26	reviewed	LEU3_THEMA	leuB TM_0556	1.1.1.85	cytosol [GO:0005829]; 3-isopropylmalate dehydrogenase activity [GO:0003862]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; L-leucine biosynthetic process [GO:0009098]	243274
Q9WZ27	reviewed	CARB_THEMA	carB TM_0557	6.3.4.16; 6.3.5.5	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (ammonia) activity [GO:0004087]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; metal ion binding [GO:0046872]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]	243274
Q9WZ28	reviewed	CARA_THEMA	carA TM_0558	6.3.5.5	carbamoyl-phosphate synthase complex [GO:0005951]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]	243274
Q9WZC1	reviewed	MIAB_THEMA	miaB TM_0653	2.8.4.3	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; N6-isopentenyladenosine methylthiotransferase activity [GO:0035597]; tRNA methylthiolation [GO:0035600]	243274
Q9WZC3	reviewed	SPEH_THEMA	speH TM_0655	4.1.1.50	cytosol [GO:0005829]; adenosylmethionine decarboxylase activity [GO:0004014]; spermidine biosynthetic process [GO:0008295]	243274
Q9WZK0	reviewed	COAD_THEMA	coaD kdtB TM_0741	2.7.7.3	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; pantetheine-phosphate adenylyltransferase activity [GO:0004595]; coenzyme A biosynthetic process [GO:0015937]	243274
Q9WZR0	reviewed	PYRG_THEMA	pyrG TM_0803	6.3.4.2	cytosol [GO:0005829]; ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; 'de novo' CTP biosynthetic process [GO:0044210]; CTP biosynthetic process [GO:0006241]; glutamine metabolic process [GO:0006541]; pyrimidine nucleobase biosynthetic process [GO:0019856]	243274
Q9WZY5	reviewed	COAX_THEMA	coaX TM_0883	2.7.1.33	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; pantothenate kinase activity [GO:0004594]; coenzyme A biosynthetic process [GO:0015937]	243274
Q9X005	reviewed	CHED_THEMA	cheD TM_0903	3.1.1.61; 3.5.1.44	protein-glutamate methylesterase activity [GO:0008984]; protein-glutamine glutaminase activity [GO:0050568]; chemotaxis [GO:0006935]	243274
