Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
Q39YM4	reviewed	MURE_GEOMG	murE Gmet_0407	6.3.2.13	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	269799
Q39ZH2	reviewed	GLMU_GEOMG	glmU Gmet_0103	2.3.1.157; 2.7.7.23	cytoplasm [GO:0005737]; glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; magnesium ion binding [GO:0000287]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]; cell morphogenesis [GO:0000902]; cell wall organization [GO:0071555]; lipid A biosynthetic process [GO:0009245]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	269799
P81894	reviewed	CYC7_GEOMG	Gmet_2902		electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; anaerobic respiration [GO:0009061]	269799
Q39PQ9	reviewed	MNME_GEOMG	mnmE trmE Gmet_3560	3.6.-.-	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; tRNA modification [GO:0006400]	269799
Q39PT8	unreviewed	Q39PT8_GEOMG	dnaJ Gmet_3531		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; DNA replication [GO:0006260]; protein folding [GO:0006457]; response to heat [GO:0009408]	269799
Q39PU1	reviewed	SYS_GEOMG	serS Gmet_3528	6.1.1.11	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; selenocysteine biosynthetic process [GO:0016260]; seryl-tRNA aminoacylation [GO:0006434]	269799
Q39PU5	unreviewed	Q39PU5_GEOMG	tadA Gmet_3524	3.5.4.33	membrane [GO:0016020]; tRNA-specific adenosine-34 deaminase activity [GO:0052717]; zinc ion binding [GO:0008270]; tRNA wobble adenosine to inosine editing [GO:0002100]	269799
Q39PZ8	unreviewed	Q39PZ8_GEOMG	treZ Gmet_3467	3.2.1.141	cytoplasm [GO:0005737]; 4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity [GO:0033942]; trehalose biosynthetic process [GO:0005992]	269799
Q39Q40	unreviewed	Q39Q40_GEOMG	dnaX Gmet_3422	2.7.7.7	DNA polymerase III complex [GO:0009360]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; DNA replication [GO:0006260]	269799
Q39Q51	unreviewed	Q39Q51_GEOMG	atpF atpX Gmet_3411		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	269799
Q39Q54	reviewed	ATPA_GEOMG	atpA Gmet_3408	7.1.2.2	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	269799
Q39Q56	reviewed	ATPB_GEOMG	atpD Gmet_3406	7.1.2.2	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	269799
Q39Q58	reviewed	PDXA_GEOMG	pdxA Gmet_3404	1.1.1.262	cytoplasm [GO:0005737]; 4-hydroxythreonine-4-phosphate dehydrogenase activity [GO:0050570]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]	269799
Q39Q71	unreviewed	Q39Q71_GEOMG	mqnC-2 mqnE Gmet_3391	2.5.1.120	4 iron, 4 sulfur cluster binding [GO:0051539]; aminodeoxyfutalosine synthase activity [GO:0102573]; iron ion binding [GO:0005506]; menaquinone biosynthetic process [GO:0009234]	269799
Q39Q72	unreviewed	Q39Q72_GEOMG	mqnC-1 mqnC Gmet_3390	1.21.98.1	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond [GO:0046992]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]; menaquinone biosynthetic process [GO:0009234]	269799
Q39QA1	unreviewed	Q39QA1_GEOMG	pepA Gmet_3361	3.4.11.1; 3.4.11.10	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]; proteolysis [GO:0006508]	269799
Q39QA2	reviewed	ATPL_GEOMG	atpE Gmet_3360		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; lipid binding [GO:0008289]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	269799
Q39QA6	reviewed	GSA_GEOMG	hemL Gmet_3356	5.4.3.8	cytoplasm [GO:0005737]; glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; protoporphyrinogen IX biosynthetic process [GO:0006782]	269799
Q39QA7	reviewed	NUOA2_GEOMG	nuoA2 Gmet_3355	7.1.1.-	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]	269799
Q39QA8	reviewed	NUOB_GEOMG	nuoB Gmet_3354	7.1.1.-	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]	269799
Q39QB5	reviewed	NUOI2_GEOMG	nuoI2 Gmet_3347	7.1.1.-	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]	269799
Q39QB7	reviewed	NUOK2_GEOMG	nuoK2 Gmet_3345	7.1.1.-	plasma membrane [GO:0005886]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]	269799
Q39QC0	unreviewed	Q39QC0_GEOMG	nuoN nuoN-1 Gmet_3342	7.1.1.-	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]	269799
Q39QC4	unreviewed	Q39QC4_GEOMG	priA Gmet_3337	3.6.4.-	primosome complex [GO:1990077]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]; DNA replication, synthesis of primer [GO:0006269]; DNA unwinding involved in DNA replication [GO:0006268]	269799
Q39QC5	reviewed	TTCA_GEOMG	ttcA Gmet_3336	2.8.1.-	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; tRNA binding [GO:0000049]; tRNA modification [GO:0006400]	269799
Q39QF4	reviewed	CHCOA_GEOMG	Gmet_3307	1.3.8.11	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	269799
Q39QI9	unreviewed	Q39QI9_GEOMG	fabH fabH-1 Gmet_3272	2.3.1.180	cytoplasm [GO:0005737]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]; fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550]	269799
Q39QJ2	reviewed	CHEB5_GEOMG	cheB5 Gmet_3269	3.1.1.61; 3.5.1.44	cytoplasm [GO:0005737]; phosphorelay response regulator activity [GO:0000156]; protein-glutamate methylesterase activity [GO:0008984]; protein-glutamine glutaminase activity [GO:0050568]; chemotaxis [GO:0006935]	269799
Q39QK1	reviewed	PURA_GEOMG	purA Gmet_3260	6.3.4.4	cytoplasm [GO:0005737]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]	269799
Q39QM2	unreviewed	Q39QM2_GEOMG	hppA Gmet_3239	7.1.3.1	plasma membrane [GO:0005886]; diphosphate hydrolysis-driven proton transmembrane transporter activity [GO:0009678]; inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]	269799
Q39QM7	reviewed	HEM3_GEOMG	hemC Gmet_3234	2.5.1.61	hydroxymethylbilane synthase activity [GO:0004418]; protoporphyrinogen IX biosynthetic process [GO:0006782]	269799
Q39QM8	reviewed	HEM1_GEOMG	hemA Gmet_3233	1.2.1.70	glutamyl-tRNA reductase activity [GO:0008883]; NADP binding [GO:0050661]; protoporphyrinogen IX biosynthetic process [GO:0006782]	269799
Q39QP2	unreviewed	Q39QP2_GEOMG	uvrB Gmet_3219		cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	269799
Q39QP7	reviewed	LON_GEOMG	lon Gmet_3214	3.4.21.53	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; cellular response to heat [GO:0034605]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	269799
Q39QP8	unreviewed	Q39QP8_GEOMG	thiL Gmet_3213	2.7.4.16	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; thiamine-phosphate kinase activity [GO:0009030]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	269799
Q39QQ6	reviewed	RIMO_GEOMG	rimO Gmet_3205	2.8.4.4	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; protein methylthiotransferase activity [GO:0103039]; tRNA modification [GO:0006400]	269799
Q39QQ8	unreviewed	Q39QQ8_GEOMG	gpmI Gmet_3203	5.4.2.12	cytoplasm [GO:0005737]; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity [GO:0046537]; manganese ion binding [GO:0030145]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]	269799
Q39QR3	reviewed	PROB_GEOMG	proB Gmet_3198	2.7.2.11	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; RNA binding [GO:0003723]; L-proline biosynthetic process [GO:0055129]	269799
Q39QR4	reviewed	OBG_GEOMG	obg Gmet_3197	3.6.5.-	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]; ribosome biogenesis [GO:0042254]	269799
Q39QR8	reviewed	PURT_GEOMG	purT Gmet_3193	6.3.1.21	cytosol [GO:0005829]; ATP binding [GO:0005524]; ligase activity [GO:0016874]; magnesium ion binding [GO:0000287]; phosphoribosylglycinamide formyltransferase 2 activity [GO:0043815]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]; 'de novo' IMP biosynthetic process [GO:0006189]	269799
Q39QU2	reviewed	PCKA_GEOMG	pckA Gmet_3169	4.1.1.49	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoenolpyruvate carboxykinase (ATP) activity [GO:0004612]; gluconeogenesis [GO:0006094]	269799
Q39QW1	reviewed	LIPA_GEOMG	lipA Gmet_3150	2.8.1.8	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]	269799
Q39QX7	reviewed	UPPP_GEOMG	uppP Gmet_3133	3.6.1.27	plasma membrane [GO:0005886]; undecaprenyl-diphosphatase activity [GO:0050380]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	269799
Q39R35	reviewed	QUEC_GEOMG	queC Gmet_3075	6.3.4.20	ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]; queuosine biosynthetic process [GO:0008616]	269799
Q39R83	reviewed	COAE_GEOMG	coaE Gmet_3026	2.7.1.24	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]; coenzyme A biosynthetic process [GO:0015937]	269799
Q39R89	reviewed	PLSY_GEOMG	plsY Gmet_3020	2.3.1.275	plasma membrane [GO:0005886]; acyl-phosphate glycerol-3-phosphate acyltransferase activity [GO:0043772]; phospholipid biosynthetic process [GO:0008654]	269799
Q39R96	unreviewed	Q39R96_GEOMG	typA bipA Gmet_3013	3.6.5.-	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; ribosomal large subunit assembly [GO:0000027]	269799
Q39RA1	reviewed	DTD_GEOMG	dtd Gmet_3008	3.1.1.96	cytoplasm [GO:0005737]; D-aminoacyl-tRNA deacylase activity [GO:0051499]; Gly-tRNA(Ala) hydrolase activity [GO:0106026]; Ser(Gly)-tRNA(Ala) hydrolase activity [GO:0043908]; tRNA binding [GO:0000049]; D-amino acid catabolic process [GO:0019478]	269799
Q39RB7	unreviewed	Q39RB7_GEOMG	dapF Gmet_2992	5.1.1.7	cytoplasm [GO:0005737]; diaminopimelate epimerase activity [GO:0008837]; lysine biosynthetic process via diaminopimelate [GO:0009089]	269799
Q39RD5	unreviewed	Q39RD5_GEOMG	mutS2 mutS-2 Gmet_2974	3.1.-.-	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; endonuclease activity [GO:0004519]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]; negative regulation of DNA recombination [GO:0045910]	269799
Q39RF4	unreviewed	Q39RF4_GEOMG	hemG Gmet_2953	1.3.5.3	plasma membrane [GO:0005886]; FMN binding [GO:0010181]; menaquinone-dependent protoporphyrinogen oxidase activity [GO:0070819]; oxygen-dependent protoporphyrinogen oxidase activity [GO:0004729]; protoporphyrinogen IX biosynthetic process [GO:0006782]	269799
Q39RH1	unreviewed	Q39RH1_GEOMG	thiE tenI Gmet_2935	2.5.1.3	magnesium ion binding [GO:0000287]; thiamine-phosphate diphosphorylase activity [GO:0004789]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	269799
Q39RH2	reviewed	THIG_GEOMG	thiG Gmet_2934	2.8.1.10	cytoplasm [GO:0005737]; thiazole synthase activity [GO:1990107]; thiamine diphosphate biosynthetic process [GO:0009229]	269799
Q39RJ6	reviewed	THIC_GEOMG	thiC thiC-1 Gmet_2910	4.1.99.17	4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-carbon lyase activity [GO:0016830]; zinc ion binding [GO:0008270]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	269799
Q39RJ7	unreviewed	Q39RJ7_GEOMG	thiD thiE Gmet_2909	2.5.1.3	cytosol [GO:0005829]; hydroxymethylpyrimidine kinase activity [GO:0008902]; magnesium ion binding [GO:0000287]; phosphomethylpyrimidine kinase activity [GO:0008972]; thiamine-phosphate diphosphorylase activity [GO:0004789]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	269799
Q39RJ8	reviewed	ALR_GEOMG	alr Gmet_2908	5.1.1.1	alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]; D-alanine biosynthetic process [GO:0030632]	269799
Q39RJ9	reviewed	SELD_GEOMG	selD Gmet_2907	2.7.9.3	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; selenide, water dikinase activity [GO:0004756]; selenocysteine biosynthetic process [GO:0016260]	269799
Q39RK1	reviewed	PUR9_GEOMG	purH Gmet_2905	2.1.2.3; 3.5.4.10	IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]; 'de novo' IMP biosynthetic process [GO:0006189]	269799
Q39RN4	unreviewed	Q39RN4_GEOMG	ffh Gmet_2872	3.6.5.4	signal recognition particle [GO:0048500]; 7S RNA binding [GO:0008312]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	269799
Q39RN8	reviewed	TRMD_GEOMG	trmD Gmet_2868	2.1.1.228	cytoplasm [GO:0005737]; tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906]; methylation [GO:0032259]; tRNA modification [GO:0006400]	269799
Q39RP1	reviewed	RNH2_GEOMG	rnhB Gmet_2865	3.1.26.4	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]	269799
Q39RP4	unreviewed	Q39RP4_GEOMG	nadE Gmet_2862	6.3.1.5	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; metal ion binding [GO:0046872]; NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]; NAD+ synthase activity [GO:0008795]; NAD biosynthetic process [GO:0009435]	269799
Q39RP6	unreviewed	Q39RP6_GEOMG	cysN Gmet_2860	2.7.7.4	ATP binding [GO:0005524]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]	269799
Q39RP8	unreviewed	Q39RP8_GEOMG	apr cysH Gmet_2858	1.8.4.10	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; phosphoadenylyl-sulfate reductase (thioredoxin) activity [GO:0004604]; cysteine biosynthetic process [GO:0019344]; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]	269799
Q39RQ3	unreviewed	Q39RQ3_GEOMG	ilvE Gmet_2853	2.6.1.42	L-isoleucine transaminase activity [GO:0052656]; L-leucine transaminase activity [GO:0052654]; L-valine transaminase activity [GO:0052655]; isoleucine biosynthetic process [GO:0009097]; L-leucine biosynthetic process [GO:0009098]; valine biosynthetic process [GO:0009099]	269799
Q39RQ7	reviewed	ISPE_GEOMG	ispE Gmet_2849	2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity [GO:0050515]; ATP binding [GO:0005524]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	269799
Q39RQ8	unreviewed	Q39RQ8_GEOMG	prsA prs Gmet_2848	2.7.6.1	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; nucleotide biosynthetic process [GO:0009165]; ribonucleoside monophosphate biosynthetic process [GO:0009156]	269799
Q39RS2	reviewed	HCP_GEOMG	hcp Gmet_2834	1.7.99.1	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; hydroxylamine reductase activity [GO:0050418]; metal ion binding [GO:0046872]	269799
Q39RT4	reviewed	DXS2_GEOMG	dxs2 Gmet_2822	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; 1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228]	269799
Q39RX3	reviewed	METXA_GEOMG	metXA Gmet_2783	2.3.1.31	cytoplasm [GO:0005737]; homoserine O-acetyltransferase activity [GO:0004414]; methionine biosynthetic process [GO:0009086]	269799
Q39RY8	reviewed	GLGC_GEOMG	glgC Gmet_2768	2.7.7.27	ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878]; glycogen biosynthetic process [GO:0005978]	269799
Q39S09	reviewed	LIPB_GEOMG	lipB Gmet_2747	2.3.1.181	cytoplasm [GO:0005737]; lipoyl(octanoyl) transferase activity [GO:0033819]	269799
Q39S28	reviewed	DNLJ_GEOMG	ligA Gmet_2728	6.5.1.2	DNA binding [GO:0003677]; DNA ligase (NAD+) activity [GO:0003911]; metal ion binding [GO:0046872]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	269799
Q39S45	reviewed	CHEB4_GEOMG	cheB4 Gmet_2711	3.1.1.61; 3.5.1.44	cytoplasm [GO:0005737]; phosphorelay response regulator activity [GO:0000156]; protein-glutamate methylesterase activity [GO:0008984]; protein-glutamine glutaminase activity [GO:0050568]; chemotaxis [GO:0006935]	269799
