Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
I6YFP0	reviewed	BIRA_MYCTU	birA Rv3279c	6.3.4.15	cytoplasm [GO:0005737]; protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; biotin binding [GO:0009374]; biotin-[acetyl-CoA-carboxylase] ligase activity [GO:0004077]; protein homodimerization activity [GO:0042803]; positive regulation of cell population proliferation [GO:0008284]; protein modification process [GO:0036211]	83332
I6YG32	reviewed	RIMI_MYCTU	rimI Rv3420c	2.3.1.255; 2.3.1.258	peptide alpha-N-acetyltransferase activity [GO:0004596]; peptide-alanine-alpha-N-acetyltransferase activity [GO:0008999]; N-terminal protein amino acid acetylation [GO:0006474]	83332
L0T905	reviewed	RSEA_MYCTU	rseA Rv1222		cytoplasm [GO:0005737]; anti-sigma factor antagonist activity [GO:0043856]; metal ion binding [GO:0046872]; regulation of DNA-templated transcription [GO:0006355]	83332
L0T911	reviewed	PBPB_MYCTU	pbpB ftsI pbp3 Rv2163c		plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	83332
L0TC47	reviewed	LIPV_MYCTU	lipV Rv3203	3.1.1.1	carboxylesterase activity [GO:0106435]; fatty acid binding [GO:0005504]; hydrolase activity [GO:0016787]; lipase activity [GO:0016298]; cellular response to acidic pH [GO:0071468]; fatty acid catabolic process [GO:0009062]	83332
O05306	reviewed	LOGH_MYCTU	log Rv1205 RVBD_1205 P425_01253	3.2.2.n1	cytosol [GO:0005829]; cytokinin riboside 5'-monophosphate phosphoribohydrolase activity [GO:0102682]; hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799]; cytokinin biosynthetic process [GO:0009691]	83332
O05307	reviewed	FAC6_MYCTU	fadD6 Rv1206	6.2.1.2; 6.2.1.3	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; fatty acid transmembrane transporter activity [GO:0015245]; long-chain fatty acid transmembrane transporter activity [GO:0005324]; long-chain fatty acid-CoA ligase activity [GO:0004467]; medium-chain fatty acid-CoA ligase activity [GO:0031956]; long-chain fatty acid import into cell [GO:0044539]; long-chain fatty acid metabolic process [GO:0001676]	83332
O05442	reviewed	CPNT_MYCTU	cpnT Rv3903c	3.2.2.5	cell outer membrane [GO:0009279]; cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular region [GO:0005576]; host cell cytosol [GO:0044164]; peptidoglycan-based cell wall [GO:0009274]; pore complex [GO:0046930]; NAD+ nucleosidase activity [GO:0003953]; NAD+ nucleotidase, cyclic ADP-ribose generating [GO:0061809]; NADP+ nucleosidase activity [GO:0050135]; porin activity [GO:0015288]; toxin activity [GO:0090729]; monoatomic ion transport [GO:0006811]; symbiont-mediated killing of host cell [GO:0001907]	83332
O05461	reviewed	MYCP1_MYCTU	mycP1 Rv3883c	3.4.21.-	cell surface [GO:0009986]; plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; modulation by symbiont of host process [GO:0044003]; protein processing [GO:0016485]; proteolysis [GO:0006508]; regulation of secretion [GO:0051046]	83332
O05581	reviewed	PAT_MYCTU	Rv0998	2.3.1.-	cytosol [GO:0005829]; acetyltransferase activity [GO:0016407]; acyltransferase activity [GO:0016746]; cAMP binding [GO:0030552]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]	83332
O05877	reviewed	PK21_MYCTU	ppk2 Rv3232c	2.7.4.-	plasma membrane [GO:0005886]; GTP binding [GO:0005525]; polyphosphate kinase activity [GO:0008976]; GTP biosynthetic process [GO:0006183]; protein autophosphorylation [GO:0046777]; regulation of nucleotide biosynthetic process [GO:0030808]	83332
O06218	reviewed	AHPR_MYCTU	Rv2159c	1.11.1.-	peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; peroxiredoxin activity [GO:0051920]	83332
O06319	reviewed	CULP4_MYCTU	cut4 Rv3452	3.1.1.-	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; hydrolase activity, acting on ester bonds [GO:0016788]; phospholipase A2 activity [GO:0004623]; lipid catabolic process [GO:0016042]	83332
O06350	reviewed	LIPF_MYCTU	lipF Rv3487c	3.1.1.1; 3.1.4.3	extracellular region [GO:0005576]; carboxylesterase activity [GO:0106435]; phosphatidylcholine phospholipase C activity [GO:0034480]; phospholipase C activity [GO:0004629]; triglyceride lipase activity [GO:0004806]; biological process involved in interaction with host [GO:0051701]; response to host immune response [GO:0052572]	83332
O06428	reviewed	NPPPS_MYCTU	grcC1 Rv0562	2.5.1.10; 2.5.1.29; 2.5.1.85	peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; all-trans-nonaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific) activity [GO:0052924]; farnesyltranstransferase activity [GO:0004311]; geranyltranstransferase activity [GO:0004337]; metal ion binding [GO:0046872]; prenyltransferase activity [GO:0004659]; geranylgeranyl diphosphate biosynthetic process [GO:0033386]; isoprenoid biosynthetic process [GO:0008299]	83332
O06543	reviewed	AMACR_MYCTU	mcr Rv1143	5.1.99.4	alpha-methylacyl-CoA racemase activity [GO:0008111]; protein homodimerization activity [GO:0042803]; acyl-CoA metabolic process [GO:0006637]; lipid metabolic process [GO:0006629]	83332
O06582	reviewed	PRPD_MYCTU	prpD Rv1130 RVBD_1130 P425_01179	4.2.1.3; 4.2.1.79	cytosol [GO:0005829]; peptidoglycan-based cell wall [GO:0009274]; 2-methylcitrate dehydratase activity [GO:0047547]; aconitate hydratase activity [GO:0003994]; cholesterol metabolic process [GO:0008203]; propionate catabolic process, 2-methylcitrate cycle [GO:0019629]; response to acidic pH [GO:0010447]; tricarboxylic acid cycle [GO:0006099]	83332
O06769	reviewed	NCASE_MYCTU	Rv0669c	3.5.1.23	extracellular region [GO:0005576]; peptidoglycan-based cell wall [GO:0009274]; ceramidase activity [GO:0102121]; metal ion binding [GO:0046872]; N-acylsphingosine amidohydrolase activity [GO:0017040]; ceramide catabolic process [GO:0046514]; long-chain fatty acid biosynthetic process [GO:0042759]; sphingosine biosynthetic process [GO:0046512]	83332
O07427	reviewed	MGLL_MYCTU	Rv0183	3.1.1.23	extracellular region [GO:0005576]; membrane [GO:0016020]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; acylglycerol lipase activity [GO:0047372]; lipase activity [GO:0016298]; glycerolipid catabolic process [GO:0046503]; symbiont-mediated activation of host apoptosis [GO:0052151]	83332
O07732	reviewed	LIPJ_MYCTU	lipJ Rv1900c	3.1.1.-; 4.6.1.1	adenylate cyclase activity [GO:0004016]; hydrolase activity [GO:0016787]; manganese ion binding [GO:0030145]; protein homodimerization activity [GO:0042803]; cAMP biosynthetic process [GO:0006171]; intracellular signal transduction [GO:0035556]; lipid metabolic process [GO:0006629]	83332
O07783	reviewed	VAPC4_MYCTU	vapC4 Rv0595c	3.1.-.-	extracellular region [GO:0005576]; magnesium ion binding [GO:0000287]; RNA binding [GO:0003723]; RNA nuclease activity [GO:0004540]; toxin sequestering activity [GO:0097351]; modulation by symbiont of host process [GO:0044003]	83332
O33194	reviewed	G3PP_MYCTU	Rv1692		cobalt ion binding [GO:0050897]; glycerol-1-phosphatase activity [GO:0000121]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphatase activity [GO:0016791]; protein homodimerization activity [GO:0042803]; glycerol metabolic process [GO:0006071]; glycerophospholipid catabolic process [GO:0046475]	83332
O33283	reviewed	EPHG_MYCTU	ephG Rv2740	3.3.2.10; 3.3.2.11	plasma membrane [GO:0005886]; cholesterol-5,6-oxide hydrolase activity [GO:0033963]; epoxide hydrolase activity [GO:0004301]; epoxide metabolic process [GO:0097176]	83332
O33289	reviewed	ARGA_MYCTU	argA Rv2747	2.3.1.1	cytoplasm [GO:0005737]; acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042]; methione N-acyltransferase activity [GO:0103045]; N-acetyltransferase activity [GO:0008080]; protein homodimerization activity [GO:0042803]; arginine biosynthetic process via ornithine [GO:0042450]; protein homotetramerization [GO:0051289]	83332
O33336	reviewed	PPTT_MYCTU	pptT Rv2794c	2.7.8.7	enterobactin synthetase complex [GO:0009366]; plasma membrane [GO:0005886]; holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]; enterobactin biosynthetic process [GO:0009239]; siderophore biosynthetic process [GO:0019290]; siderophore metabolic process [GO:0009237]	83332
O33348	reviewed	RELG_MYCTU	relG relE2 Rv2866	3.1.-.-	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of growth [GO:0045926]; RNA catabolic process [GO:0006401]	83332
O33363	reviewed	GDSL_MYCTU	Rv0518	3.1.1.-	extracellular region [GO:0005576]; carboxylic ester hydrolase activity [GO:0052689]; lipid catabolic process [GO:0016042]	83332
O50406	reviewed	DITCY_MYCTU	Rv3377c	5.5.1.16	halimadienyl-diphosphate synthase activity [GO:0035439]; lyase activity [GO:0016829]; magnesium ion binding [GO:0000287]; cellular response to magnesium starvation [GO:0010350]; geranylgeranyl diphosphate metabolic process [GO:0033385]; response to host immune response [GO:0052572]; tuberculosinol biosynthetic process [GO:0035440]	83332
O53166	reviewed	ACNA_MYCTU	acn Rv1475c RVBD_1475c P425_01532	4.2.1.3; 4.2.1.99	cytosol [GO:0005829]; extracellular region [GO:0005576]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; 2-methylisocitrate dehydratase activity [GO:0047456]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; iron-responsive element binding [GO:0030350]; metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; citrate metabolic process [GO:0006101]; propionate metabolic process, methylcitrate cycle [GO:0019679]; response to iron ion [GO:0010039]; tricarboxylic acid cycle [GO:0006099]	83332
O53168	reviewed	RIPA_MYCTU	ripA Rv1477	3.4.-.-	extracellular region [GO:0005576]; peptidoglycan-based cell wall [GO:0009274]; cysteine-type peptidase activity [GO:0008234]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; cell wall organization [GO:0071555]; cell wall organization or biogenesis [GO:0071554]; proteolysis [GO:0006508]	83332
O53177	reviewed	RPFE_MYCTU	rpfE Rv2450c MTV008.06c	3.-.-.-	extracellular region [GO:0005576]; hydrolase activity [GO:0016787]; negative regulation of gene expression [GO:0010629]; positive regulation of gene expression [GO:0010628]; quorum sensing [GO:0009372]; regulation of cell population proliferation [GO:0042127]	83332
O53181	reviewed	KORB_MYCTU	korB Rv2454c	1.2.7.3	cytosol [GO:0005829]; peptidoglycan-based cell wall [GO:0009274]; 2-oxoglutarate synthase activity [GO:0047553]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; tricarboxylic acid cycle [GO:0006099]	83332
O53289	reviewed	SERB2_MYCTU	serB2 Rv3042c	3.1.3.16; 3.1.3.3	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; host cell cytosol [GO:0044164]; amino acid binding [GO:0016597]; L-phosphoserine phosphatase activity [GO:0036424]; magnesium ion binding [GO:0000287]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]; dephosphorylation [GO:0016311]; L-serine biosynthetic process [GO:0006564]; protein dephosphorylation [GO:0006470]	83332
O53353	reviewed	WHB2A_MYCTU	whiB2 Rv3260c		cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; dinitrosyl-iron complex binding [GO:0035731]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; protein-disulfide reductase (NAD(P)H) activity [GO:0047134]; cell redox homeostasis [GO:0045454]; negative regulation of DNA-templated transcription [GO:0045892]	83332
O53361	reviewed	SAPM_MYCTU	sapM Rv3310	3.1.3.2; 3.1.3.64	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; host cell cytoplasmic vesicle [GO:0044161]; peptidoglycan-based cell wall [GO:0009274]; acid phosphatase activity [GO:0003993]; phosphatase activity [GO:0016791]; phosphatidylinositol-3-phosphate phosphatase activity [GO:0004438]; phosphoenolpyruvate phosphatase activity [GO:0050189]; phosphoglycerate phosphatase activity [GO:0050192]; trehalose-phosphatase activity [GO:0004805]; NADP catabolic process [GO:0006742]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; symbiont-mediated suppression of host innate immune response [GO:0052170]	83332
O53423	reviewed	GDSLL_MYCTU	Rv1075c	3.1.-.-; 3.1.1.6	peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; acetylesterase activity [GO:0008126]; lysophospholipase activity [GO:0004622]	83332
O53424	reviewed	LIPU_MYCTU	lipU Rv1076	3.1.1.-	extracellular region [GO:0005576]; acetylesterase activity [GO:0008126]; triglyceride lipase activity [GO:0004806]	83332
O53443	reviewed	PHOH2_MYCTU	phoH2 Rv1095	3.1.-.-; 5.6.2.5	cytosol [GO:0005829]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	83332
O53493	reviewed	PPMNT_MYCTU	ppm1 lnt Rv2051c	2.3.1.269; 2.4.1.-; 2.4.1.83	cytosol [GO:0005829]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; dolichyl-phosphate beta-D-mannosyltransferase activity [GO:0004582]; hydrolase activity [GO:0016787]; N-acyltransferase activity [GO:0016410]; glycolipid biosynthetic process [GO:0009247]; lipoprotein biosynthetic process [GO:0042158]; symbiont-mediated perturbation of host innate immune response [GO:0052167]	83332
O53512	reviewed	AROG_MYCTU	aroG Rv2178c	2.5.1.54	cytosol [GO:0005829]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; 3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; manganese ion binding [GO:0030145]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; protein homooligomerization [GO:0051260]	83332
O53547	reviewed	CHSB1_MYCTU	chsB1 Rv3502c	1.1.1.-	oxidoreductase activity [GO:0016491]; cholesterol catabolic process [GO:0006707]	83332
O53551	reviewed	FAC17_MYCTU	fadD17 Rv3506	6.2.1.2; 6.2.1.3	cytosol [GO:0005829]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; cholate-CoA ligase activity [GO:0047747]; fatty acid transmembrane transporter activity [GO:0015245]; long-chain fatty acid transmembrane transporter activity [GO:0005324]; long-chain fatty acid-CoA ligase activity [GO:0004467]; medium-chain fatty acid-CoA ligase activity [GO:0031956]; Actinobacterium-type cell wall biogenesis [GO:0071766]; lipid biosynthetic process [GO:0008610]; long-chain fatty acid biosynthetic process [GO:0042759]; long-chain fatty acid import into cell [GO:0044539]; long-chain fatty acid metabolic process [GO:0001676]	83332
O53561	reviewed	ECH19_MYCTU	echA19 Rv3516	4.2.1.-	lyase activity [GO:0016829]; cholesterol catabolic process [GO:0006707]; fatty acid beta-oxidation [GO:0006635]; response to host immune response [GO:0052572]	83332
O53580	reviewed	FAA32_MYCTU	fadD32 Rv3801c	6.2.1.20	peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; adenylyltransferase activity [GO:0070566]; ATP binding [GO:0005524]; ligase activity [GO:0016874]; long-chain fatty acid [acyl-carrier-protein] ligase activity [GO:0008922]; Actinobacterium-type cell wall biogenesis [GO:0071766]; fatty acid biosynthetic process [GO:0006633]; lipid biosynthetic process [GO:0008610]; mycolate cell wall layer assembly [GO:0071769]	83332
O53581	reviewed	CULP6_MYCTU	cut6 Rv3802c	3.1.1.-	extracellular region [GO:0005576]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; carboxylesterase activity [GO:0106435]; fatty acyl-CoA hydrolase activity [GO:0047617]; lipase activity [GO:0016298]; phospholipase A1 activity [GO:0008970]; lipid catabolic process [GO:0016042]	83332
O53585	reviewed	GLFT2_MYCTU	glfT2 glfT Rv3808c	2.4.1.288	cytosol [GO:0005829]; plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]; lipopolysaccharide-1,5-galactosyltransferase activity [GO:0035496]; lipopolysaccharide-1,6-galactosyltransferase activity [GO:0008921]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; UDP-galactosyltransferase activity [GO:0035250]; capsule polysaccharide biosynthetic process [GO:0045227]; cell wall macromolecule biosynthetic process [GO:0044038]; cell wall organization [GO:0071555]; cell wall polysaccharide biosynthetic process [GO:0070592]; lipopolysaccharide biosynthetic process [GO:0009103]; mycolate cell wall layer assembly [GO:0071769]; UDP-D-galactose metabolic process [GO:0052573]	83332
O53611	reviewed	IDH2_MYCTU	icd-2 icd2 Rv0066c	1.1.1.42	cytosol [GO:0005829]; extracellular region [GO:0005576]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; protein homodimerization activity [GO:0042803]; glyoxylate cycle [GO:0006097]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]	83332
O53638	reviewed	LDT1_MYCTU	ldtA Rv0116c RVBD_0116c P425_00122	2.3.2.-	extracellular region [GO:0005576]; periplasmic space [GO:0042597]; acyltransferase activity [GO:0016746]; peptidoglycan L,D-transpeptidase activity [GO:0071972]; cell wall organization [GO:0071555]; peptidoglycan-protein cross-linking [GO:0018104]; regulation of cell shape [GO:0008360]	83332
O53664	reviewed	HTDX_MYCTU	htdX Rv0241c	4.2.1.-; 4.2.1.119; 4.2.1.55	fatty acid synthase complex [GO:0005835]; plasma membrane [GO:0005886]; (3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity [GO:0019171]; 3-hydroxyacyl-CoA dehydratase activity [GO:0018812]; fatty acid synthase activity [GO:0004312]; fatty acid biosynthetic process [GO:0006633]; fatty acid metabolic process [GO:0006631]	83332
O53666	reviewed	FADE5_MYCTU	fadE5 Rv0244c	1.3.8.1; 1.3.8.7; 1.3.8.8	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; long-chain fatty acyl-CoA dehydrogenase activity [GO:0004466]; medium-chain fatty acyl-CoA dehydrogenase activity [GO:0070991]; short-chain fatty acyl-CoA dehydrogenase activity [GO:0016937]; fatty acid metabolic process [GO:0006631]; response to host immune response [GO:0052572]	83332
O53699	reviewed	STF0_MYCTU	stf0 Rv0295c	2.8.2.37	peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; 3'-phosphoadenosine 5'-phosphosulfate binding [GO:0050656]; protein homodimerization activity [GO:0042803]; sulfotransferase activity [GO:0008146]; 3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; sulfolipid biosynthetic process [GO:0046506]; trehalose metabolic process [GO:0005991]	83332
O53873	reviewed	XPB_MYCTU	XPB ercc3 Rv0861c	5.6.2.4	peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; isomerase activity [GO:0016853]	83332
O53896	reviewed	PEPD_MYCTU	pepD htrA2 Rv0983	3.4.21.107	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; cellular response to antibiotic [GO:0071236]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	83332
O53901	reviewed	PKS5_MYCTU	pks5 Rv1527c	2.3.1.-	cytoplasm [GO:0005737]; cytosol [GO:0005829]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid synthase activity [GO:0004312]; oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177]; DIM/DIP cell wall layer assembly [GO:0071770]; fatty acid biosynthetic process [GO:0006633]	83332
O65934	reviewed	ABC1_MYCTU	Rv1747	7.-.-.-	cytosol [GO:0005829]; membrane [GO:0016020]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; transmembrane transport [GO:0055085]	83332
O69652	reviewed	CDS1_MYCTU	cds1 Rv3684	4.4.1.1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; lyase activity [GO:0016829]; pyridoxal phosphate binding [GO:0030170]; cell redox homeostasis [GO:0045454]; cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; L-cysteine catabolic process to pyruvate [GO:0019450]; positive regulation of cellular respiration [GO:1901857]; regulation of sulfur metabolic process [GO:0042762]	83332
O69711	reviewed	NMTR_MYCTU	nmtR Rv3744		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]	83332
