Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
P00561	reviewed	AK1H_ECOLI	thrA thrA1 thrA2 b0002 JW0001	1.1.1.3; 2.7.2.4	aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]; homoserine dehydrogenase activity [GO:0004412]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; NAD+ binding [GO:0070403]; NADP binding [GO:0050661]; homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]; methionine biosynthetic process [GO:0009086]; protein homotetramerization [GO:0051289]; threonine biosynthetic process [GO:0009088]	83333
P00562	reviewed	AK2H_ECOLI	metL metM b3940 JW3911	1.1.1.3; 2.7.2.4	cytosol [GO:0005829]; aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]; homoserine dehydrogenase activity [GO:0004412]; metal ion binding [GO:0046872]; NAD+ binding [GO:0070403]; NADP binding [GO:0050661]; homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]; methionine biosynthetic process [GO:0009086]; threonine biosynthetic process [GO:0009088]	83333
P00579	reviewed	RPOD_ECOLI	rpoD alt b3067 JW3039		cytosol [GO:0005829]; cytosolic DNA-directed RNA polymerase complex [GO:0000345]; sigma factor antagonist complex [GO:1903865]; DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of DNA-templated transcription initiation [GO:2000142]; response to heat [GO:0009408]	83333
P00582	reviewed	DPO1_ECOLI	polA resA b3863 JW3835	2.7.7.7	cytoplasm [GO:0005737]; cytosol [GO:0005829]; 3'-5' exonuclease activity [GO:0008408]; 5'-3' exonuclease activity [GO:0008409]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; base-excision repair [GO:0006284]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA-templated DNA replication [GO:0006261]; double-strand break repair [GO:0006302]	83333
P00634	reviewed	PPB_ECOLI	phoA b0383 JW0374	3.1.3.1	outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]; alkaline phosphatase activity [GO:0004035]; hydrogenase (acceptor) activity [GO:0033748]; magnesium ion binding [GO:0000287]; oxidoreductase activity, acting on phosphorus or arsenic in donors [GO:0030613]; phosphoprotein phosphatase activity [GO:0004721]; zinc ion binding [GO:0008270]; protein dephosphorylation [GO:0006470]	83333
P00722	reviewed	BGAL_ECOLI	lacZ b0344 JW0335	3.2.1.23	beta-galactosidase complex [GO:0009341]; alkali metal ion binding [GO:0031420]; beta-galactosidase activity [GO:0004565]; carbohydrate binding [GO:0030246]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; lactose catabolic process [GO:0005990]	83333
P00803	reviewed	LEP_ECOLI	lepB b2568 JW2552	3.4.21.89	plasma membrane [GO:0005886]; endopeptidase activity [GO:0004175]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; protein processing [GO:0016485]; proteolysis [GO:0006508]; signal peptide processing [GO:0006465]	83333
P00804	reviewed	LSPA_ECOLI	lspA lsp b0027 JW0025	3.4.23.36	plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; endopeptidase activity [GO:0004175]; lipoprotein biosynthetic process via signal peptide cleavage [GO:0097304]; proteolysis [GO:0006508]	83333
P00805	reviewed	ASPG2_ECOLI	ansB b2957 JW2924	3.5.1.1	outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]; protein-containing complex [GO:0032991]; asparaginase activity [GO:0004067]; identical protein binding [GO:0042802]; asparagine catabolic process [GO:0006530]; protein homotetramerization [GO:0051289]	83333
P00811	reviewed	AMPC_ECOLI	ampC ampA b4150 JW4111	3.5.2.6	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	83333
P00861	reviewed	DCDA_ECOLI	lysA b2838 JW2806	4.1.1.20	diaminopimelate decarboxylase activity [GO:0008836]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; lysine biosynthetic process via diaminopimelate [GO:0009089]	83333
P00864	reviewed	CAPP_ECOLI	ppc glu b3956 JW3928	4.1.1.31	cytosol [GO:0005829]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; phosphoenolpyruvate carboxylase activity [GO:0008964]; carbon fixation [GO:0015977]; gluconeogenesis [GO:0006094]; oxaloacetate metabolic process [GO:0006107]; protein homotetramerization [GO:0051289]; tricarboxylic acid cycle [GO:0006099]	83333
P00893	reviewed	ILVI_ECOLI	ilvI b0077 JW0076	2.2.1.6	acetolactate synthase complex [GO:0005948]; cytosol [GO:0005829]; acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; branched-chain amino acid biosynthetic process [GO:0009082]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	83333
P00894	reviewed	ILVH_ECOLI	ilvH brnP b0078 JW0077	2.2.1.6	acetolactate synthase complex [GO:0005948]; cytosol [GO:0005829]; acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610]; branched-chain amino acid biosynthetic process [GO:0009082]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	83333
P00903	reviewed	PABA_ECOLI	pabA b3360 JW3323	2.6.1.85	aminodeoxychorismate synthase complex [GO:0009356]; 4-amino-4-deoxychorismate synthase activity [GO:0046820]; protein heterodimerization activity [GO:0046982]; folic acid biosynthetic process [GO:0046656]; glutamine metabolic process [GO:0006541]; para-aminobenzoic acid biosynthetic process [GO:0008153]; tetrahydrofolate biosynthetic process [GO:0046654]; tryptophan biosynthetic process [GO:0000162]	83333
P00904	reviewed	TRPGD_ECOLI	trpGD trpD b1263 JW1255	2.4.2.18; 4.1.3.27	anthranilate synthase complex [GO:0005950]; anthranilate phosphoribosyltransferase activity [GO:0004048]; anthranilate synthase activity [GO:0004049]; magnesium ion binding [GO:0000287]; glutamine metabolic process [GO:0006541]; phenazine biosynthetic process [GO:0002047]; tryptophan biosynthetic process [GO:0000162]	83333
P00914	reviewed	PHR_ECOLI	phrB phr b0708 JW0698	4.1.99.3	damaged DNA binding [GO:0003684]; deoxyribodipyrimidine photo-lyase activity [GO:0003904]; DNA binding [GO:0003677]; FAD binding [GO:0071949]; photoreactive repair [GO:0000719]; phototransduction, visible light [GO:0007603]; response to light stimulus [GO:0009416]	83333
P00926	reviewed	SDHD_ECOLI	dsdA b2366 JW2363	4.3.1.18	cytoplasm [GO:0005737]; cytosol [GO:0005829]; D-serine ammonia-lyase activity [GO:0008721]; hydro-lyase activity [GO:0016836]; pyridoxal phosphate binding [GO:0030170]; D-serine catabolic process [GO:0036088]; D-serine metabolic process [GO:0070178]; detoxification of nitrogen compound [GO:0051410]; DNA damage response [GO:0006974]; isoleucine biosynthetic process [GO:0009097]	83333
P00935	reviewed	METB_ECOLI	metB b3939 JW3910	2.5.1.48	cytoplasm [GO:0005737]; cystathionine gamma-lyase activity [GO:0004123]; cystathionine gamma-synthase activity [GO:0003962]; cystathionine gamma-synthase activity (acts on O-phosphohomoserine) [GO:0102028]; pyridoxal phosphate binding [GO:0030170]; cysteine biosynthetic process via cystathionine [GO:0019343]; methionine biosynthetic process [GO:0009086]; transsulfuration [GO:0019346]	83333
P00936	reviewed	CYAA_ECOLI	cyaA cya b3806 JW3778	4.6.1.1	cytoplasm [GO:0005737]; adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; cAMP biosynthetic process [GO:0006171]	83333
P00946	reviewed	MANA_ECOLI	manA pmi b1613 JW1605	5.3.1.8	cytosol [GO:0005829]; mannose-6-phosphate isomerase activity [GO:0004476]; zinc ion binding [GO:0008270]; colanic acid biosynthetic process [GO:0009242]; GDP-mannose biosynthetic process [GO:0009298]; mannose catabolic process [GO:0019309]	83333
P00956	reviewed	SYI_ECOLI	ileS ilvS b0026 JW0024	6.1.1.5	cytosol [GO:0005829]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; isoleucyl-tRNA aminoacylation [GO:0006428]; response to antibiotic [GO:0046677]	83333
P00957	reviewed	SYA_ECOLI	alaS lovB b2697 JW2667	6.-.-.-; 6.1.1.7	cytosol [GO:0005829]; membrane [GO:0016020]; alanine-tRNA ligase activity [GO:0004813]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; DNA-binding transcription repressor activity [GO:0001217]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; Ser-tRNA(Ala) hydrolase activity [GO:0002196]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]; negative regulation of DNA-templated transcription [GO:0045892]	83333
P00959	reviewed	SYM_ECOLI	metG b2114 JW2101	6.1.1.10	cytosol [GO:0005829]; membrane [GO:0016020]; ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; protein homodimerization activity [GO:0042803]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; methionyl-tRNA aminoacylation [GO:0006431]	83333
P00962	reviewed	SYQ_ECOLI	glnS b0680 JW0666	6.1.1.18	cytosol [GO:0005829]; ATP binding [GO:0005524]; glutamine-tRNA ligase activity [GO:0004819]; glutaminyl-tRNA aminoacylation [GO:0006425]; glutamyl-tRNA aminoacylation [GO:0006424]	83333
P00963	reviewed	ASNA_ECOLI	asnA b3744 JW3722	6.3.1.1	cytosol [GO:0005829]; aspartate-ammonia ligase activity [GO:0004071]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; asparagine biosynthetic process [GO:0006529]; DNA damage response [GO:0006974]; L-asparagine biosynthetic process [GO:0070981]	83333
P00968	reviewed	CARB_ECOLI	carB pyrA b0033 JW0031	6.3.4.16; 6.3.5.5	carbamoyl-phosphate synthase complex [GO:0005951]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; amino acid binding [GO:0016597]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (ammonia) activity [GO:0004087]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; 'de novo' UMP biosynthetic process [GO:0044205]; amino acid biosynthetic process [GO:0008652]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]; pyrimidine nucleobase biosynthetic process [GO:0019856]	83333
P02358	reviewed	RS6_ECOLI	rpsF b4200 JW4158		cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; mRNA 5'-UTR binding [GO:0048027]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	83333
P02359	reviewed	RS7_ECOLI	rpsG b3341 JW3303		cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; cytoplasmic translation [GO:0002181]; negative regulation of translation [GO:0017148]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	83333
P02916	reviewed	MALF_ECOLI	malF b4033 JW3993		ATP-binding cassette (ABC) transporter complex [GO:0043190]; enzyme IIA-maltose transporter complex [GO:1990154]; maltose transport complex [GO:1990060]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ABC-type maltose transporter activity [GO:0015423]; DNA damage response [GO:0006974]; maltodextrin transmembrane transport [GO:0042956]; maltose transport [GO:0015768]; negative regulation of maltose transport [GO:1902344]; negative regulation of transmembrane transport [GO:0034763]	83333
P02918	reviewed	PBPA_ECOLI	mrcA ponA b3396 JW3359	2.4.99.28; 3.4.16.4	plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	83333
P02919	reviewed	PBPB_ECOLI	mrcB pbpF ponB b0149 JW0145	2.4.99.28; 3.4.16.4	membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall repair [GO:0071433]; peptidoglycan biosynthetic process [GO:0009252]; positive regulation of bipolar cell growth [GO:0051518]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	83333
P02920	reviewed	LACY_ECOLI	lacY b0343 JW0334		membrane [GO:0016020]; plasma membrane [GO:0005886]; carbohydrate:proton symporter activity [GO:0005351]; lactose binding [GO:0030395]; lactose:proton symporter activity [GO:0015528]; carbohydrate transport [GO:0008643]; lactose transport [GO:0015767]	83333
P02921	reviewed	MELB_ECOLI	melB mel-4 b4120 JW4081		plasma membrane [GO:0005886]; melibiose:monoatomic cation symporter activity [GO:0015487]; melibiose:sodium symporter activity [GO:0043887]; methylgalactoside transmembrane transporter activity [GO:0015592]; melibiose transport [GO:0015769]; methylgalactoside transport [GO:0015765]	83333
P02925	reviewed	RBSB_ECOLI	rbsB prlB rbsP b3751 JW3730		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; monosaccharide binding [GO:0048029]; D-ribose transmembrane transport [GO:0015752]; positive chemotaxis [GO:0050918]	83333
P02929	reviewed	TONB_ECOLI	tonB exbA b1252 JW5195		cell envelope [GO:0030313]; cell outer membrane [GO:0009279]; membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; plasma membrane protein complex [GO:0098797]; transmembrane transporter complex [GO:1902495]; energy transducer activity [GO:0031992]; protein domain specific binding [GO:0019904]; cobalamin transport [GO:0015889]; colicin transport [GO:0042914]; intracellular iron ion homeostasis [GO:0006879]; intracellular monoatomic cation homeostasis [GO:0030003]; protein transport [GO:0015031]; receptor-mediated bacteriophage irreversible attachment to host cell [GO:0098002]; siderophore transport [GO:0015891]; transmembrane transport [GO:0055085]	83333
P02930	reviewed	TOLC_ECOLI	tolC colE1-i mtcB mukA refI toc weeA b3035 JW5503		cell outer membrane [GO:0009279]; efflux pump complex [GO:1990281]; MacAB-TolC complex [GO:1990196]; membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; periplasmic side of plasma membrane [GO:0098567]; bile acid transmembrane transporter activity [GO:0015125]; efflux transmembrane transporter activity [GO:0015562]; enterobactin transmembrane transporter activity [GO:0042931]; identical protein binding [GO:0042802]; monoatomic ion channel activity [GO:0005216]; porin activity [GO:0015288]; bile acid and bile salt transport [GO:0015721]; enterobactin transport [GO:0042930]; monoatomic ion transmembrane transport [GO:0034220]; response to antibiotic [GO:0046677]; response to organic cyclic compound [GO:0014070]; response to toxic substance [GO:0009636]; response to xenobiotic stimulus [GO:0009410]; xenobiotic detoxification by transmembrane export across the cell outer membrane [GO:0140330]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	83333
P02931	reviewed	OMPF_ECOLI	ompF cmlB coa cry tolF b0929 JW0912		cell outer membrane [GO:0009279]; membrane [GO:0016020]; monoatomic ion channel complex [GO:0034702]; pore complex [GO:0046930]; colicin transmembrane transporter activity [GO:0042912]; disordered domain specific binding [GO:0097718]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; lipopolysaccharide binding [GO:0001530]; monoatomic ion channel activity [GO:0005216]; porin activity [GO:0015288]; monoatomic ion transmembrane transport [GO:0034220]; protein homotrimerization [GO:0070207]; protein transport [GO:0015031]	83333
P02942	reviewed	MCP1_ECOLI	tsr cheD b4355 JW4318		methyl accepting chemotaxis protein complex [GO:0098561]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; transmembrane signaling receptor activity [GO:0004888]; cell motility [GO:0048870]; cellular response to amino acid stimulus [GO:0071230]; chemotaxis [GO:0006935]; detection of chemical stimulus [GO:0009593]; receptor clustering [GO:0043113]; regulation of bacterial-type flagellum-dependent cell motility [GO:1902021]; regulation of chemotaxis [GO:0050920]; regulation of protein histidine kinase activity [GO:0032110]; signal complex assembly [GO:0007172]; signal transduction [GO:0007165]	83333
P02943	reviewed	LAMB_ECOLI	lamB malB b4036 JW3996		cell outer membrane [GO:0009279]; pore complex [GO:0046930]; carbohydrate transmembrane transporter activity [GO:0015144]; maltodextrin transmembrane transporter activity [GO:0042958]; maltose transporting porin activity [GO:0015481]; porin activity [GO:0015288]; virus receptor activity [GO:0001618]; DNA damage response [GO:0006974]; maltodextrin transmembrane transport [GO:0042956]; monoatomic ion transport [GO:0006811]; polysaccharide transport [GO:0015774]	83333
P03004	reviewed	DNAA_ECOLI	dnaA b3702 JW3679		cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; DnaA-DiaA complex [GO:1990102]; DnaA-Dps complex [GO:1990084]; DnaA-HU complex [GO:1990103]; DnaA-L2 complex [GO:1990082]; DnaA-oriC complex [GO:1990101]; plasma membrane [GO:0005886]; replication inhibiting complex [GO:1990078]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA replication origin binding [GO:0003688]; identical protein binding [GO:0042802]; sequence-specific DNA binding [GO:0043565]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; DNA unwinding involved in DNA replication [GO:0006268]; negative regulation of DNA-templated DNA replication initiation [GO:0032297]; positive regulation of DNA-templated DNA replication initiation [GO:0032298]; regulation of DNA replication [GO:0006275]; regulation of DNA-templated DNA replication initiation [GO:0030174]	83333
P03007	reviewed	DPO3E_ECOLI	dnaQ mutD b0215 JW0205	2.7.7.7	cytosol [GO:0005829]; DNA polymerase III complex [GO:0009360]; DNA polymerase III, core complex [GO:0044776]; replisome [GO:0030894]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; exonuclease activity [GO:0004527]; metal ion binding [GO:0046872]; DNA replication proofreading [GO:0045004]; DNA-templated DNA replication [GO:0006261]; lagging strand elongation [GO:0006273]; leading strand elongation [GO:0006272]	83333
P03018	reviewed	UVRD_ECOLI	uvrD mutU pdeB rad recL b3813 JW3786	5.6.2.4	cytosol [GO:0005829]; DNA helicase complex [GO:0033202]; single-stranded DNA-dependent ATP-dependent DNA helicase complex [GO:0017117]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA translocase activity [GO:0015616]; isomerase activity [GO:0016853]; protein homodimerization activity [GO:0042803]; single-stranded DNA helicase activity [GO:0017116]; DNA duplex unwinding [GO:0032508]; DNA unwinding involved in DNA replication [GO:0006268]; mismatch repair [GO:0006298]; mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication [GO:0070716]; nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA duplex unwinding [GO:0000717]; recombinational repair [GO:0000725]; replication fork processing [GO:0031297]; response to radiation [GO:0009314]; rolling circle DNA replication [GO:0070581]; SOS response [GO:0009432]	83333
P03023	reviewed	LACI_ECOLI	lacI b0345 JW0336		cytosol [GO:0005829]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity [GO:0001217]; identical protein binding [GO:0042802]; transcription cis-regulatory region binding [GO:0000976]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of DNA-templated transcription [GO:0006355]	83333
P03819	reviewed	KEFC_ECOLI	kefC trkC b0047 JW0046		membrane [GO:0016020]; plasma membrane [GO:0005886]; potassium:proton antiporter complex [GO:1903103]; antiporter activity [GO:0015297]; enzyme binding [GO:0019899]; glutathione-regulated potassium exporter activity [GO:0015503]; nucleotide binding [GO:0000166]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643]; intracellular pH elevation [GO:0051454]; potassium ion transport [GO:0006813]; proton transmembrane transport [GO:1902600]; regulation of intracellular pH [GO:0051453]; regulation of pH [GO:0006885]; response to hydrogen peroxide [GO:0042542]; response to methylglyoxal [GO:0051595]; response to toxic substance [GO:0009636]	83333
P03959	reviewed	KDPA_ECOLI	kdpA b0698 JW0686		plasma membrane [GO:0005886]; potassium ion-transporting ATPase complex [GO:0031004]; potassium:proton antiporter complex [GO:1903103]; P-type potassium transmembrane transporter activity [GO:0008556]; potassium ion binding [GO:0030955]; monoatomic cation transmembrane transport [GO:0098655]; potassium ion transmembrane transport [GO:0071805]; potassium ion transport [GO:0006813]	83333
P03960	reviewed	KDPB_ECOLI	kdpB b0697 JW0685	7.2.2.6	plasma membrane [GO:0005886]; potassium ion-transporting ATPase complex [GO:0031004]; potassium:proton antiporter complex [GO:1903103]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; magnesium ion binding [GO:0000287]; P-type potassium transmembrane transporter activity [GO:0008556]; monoatomic cation transmembrane transport [GO:0098655]; potassium ion transmembrane transport [GO:0071805]; potassium ion transport [GO:0006813]	83333
