Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
Q181J3	unreviewed	Q181J3_CLOD6	carA1 carA CD630_35910	6.3.5.5	carbamoyl-phosphate synthase complex [GO:0005951]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]	272563
Q182S0	reviewed	RLMN_CLOD6	rlmN CD630_25800	2.1.1.192	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine(2503)-C2-)-methyltransferase activity [GO:0070040]; rRNA binding [GO:0019843]; tRNA (adenine(37)-C2)-methyltransferase activity [GO:0002935]; tRNA binding [GO:0000049]; rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]	272563
Q182S7	unreviewed	Q182S7_CLOD6	coaBC CD630_25870	4.1.1.36; 6.3.2.5	FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]; coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]	272563
Q182Z8	reviewed	MURE_CLOD6	murE CD630_26640	6.3.2.13	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	272563
Q183G0	reviewed	GLYA_CLOD6	glyA CD630_27260	2.1.2.1	cytosol [GO:0005829]; cobalt ion binding [GO:0050897]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; zinc ion binding [GO:0008270]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; L-serine catabolic process [GO:0006565]; tetrahydrofolate interconversion [GO:0035999]	272563
Q183S3	unreviewed	Q183S3_CLOD6	glyA1 mshmt CD630_28340	2.1.2.7	cytosol [GO:0005829]; cobalt ion binding [GO:0050897]; D-alanine 2-hydroxymethyltransferase activity [GO:0050413]; glycine hydroxymethyltransferase activity [GO:0004372]; methyltransferase activity [GO:0008168]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; zinc ion binding [GO:0008270]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; L-serine catabolic process [GO:0006565]; methylation [GO:0032259]; tetrahydrofolate interconversion [GO:0035999]	272563
Q184U6	unreviewed	Q184U6_CLOD6	pfp CD630_31100	2.7.1.90	cytoplasm [GO:0005737]; 6-phosphofructokinase activity [GO:0003872]; diphosphate-fructose-6-phosphate 1-phosphotransferase activity [GO:0047334]; metal ion binding [GO:0046872]; fructose 6-phosphate metabolic process [GO:0006002]	272563
Q185C5	reviewed	EAM_CLOD6	eam CD630_22520	5.4.3.9	4 iron, 4 sulfur cluster binding [GO:0051539]; intramolecular aminotransferase activity [GO:0016869]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; pyridoxal phosphate binding [GO:0030170]	272563
Q186L5	reviewed	PPNP_CLOD6	ppnP CD630_16600	2.4.2.1; 2.4.2.2	guanosine phosphorylase activity [GO:0047975]; purine-nucleoside phosphorylase activity [GO:0004731]; thymidine phosphorylase activity [GO:0009032]; uridine phosphorylase activity [GO:0004850]	272563
Q186Q4	unreviewed	Q186Q4_CLOD6	ribBA CD630_16980	3.5.4.25; 4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]	272563
Q187D7	unreviewed	Q187D7_CLOD6	ftsH1 ftsH CD630_18280	3.4.24.-	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	272563
Q188A1	unreviewed	Q188A1_CLOD6	argJ CD630_20330	2.3.1.1; 2.3.1.35	cytoplasm [GO:0005737]; acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042]; glutamate N-acetyltransferase activity [GO:0004358]; methione N-acyltransferase activity [GO:0103045]; arginine biosynthetic process [GO:0006526]; ornithine biosynthetic process [GO:0006592]	272563
Q18A74	unreviewed	Q18A74_CLOD6	nnrD nnrE CD630_08790	4.2.1.136; 5.1.99.6	ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; NADHX epimerase activity [GO:0052856]; NADPHX epimerase activity [GO:0052857]; nicotinamide nucleotide metabolic process [GO:0046496]	272563
Q18C83	reviewed	ILVC_CLOD6	ilvC CD630_15650	1.1.1.86	cytosol [GO:0005829]; ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	272563
Q17ZW8	unreviewed	Q17ZW8_CLOD6	dapA2 dapA CD630_32230	4.3.3.7	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	272563
Q17ZX0	unreviewed	Q17ZX0_CLOD6	dapA3 dapA CD630_32250	4.3.3.7	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	272563
Q17ZX1	unreviewed	Q17ZX1_CLOD6	dapB1 dapB CD630_32260	1.17.1.8	cytosol [GO:0005829]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	272563
Q17ZX4	unreviewed	Q17ZX4_CLOD6	dapB2 dapB CD630_32290	1.17.1.8	cytosol [GO:0005829]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	272563
Q17ZX6	unreviewed	Q17ZX6_CLOD6	hpt1 CD630_32310	2.4.2.8	cytoplasm [GO:0005737]; guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166]	272563
Q180A1	unreviewed	Q180A1_CLOD6	valS CD630_32560	6.1.1.9	cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; valine-tRNA ligase activity [GO:0004832]; valyl-tRNA aminoacylation [GO:0006438]	272563
Q180A5	reviewed	PSTB_CLOD6	pstB phoT CD630_32610	7.3.2.1	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled phosphate ion transmembrane transporter activity [GO:0015415]; phosphate ion transmembrane transport [GO:0035435]	272563
Q180C5	unreviewed	Q180C5_CLOD6	proC1 proC CD630_32810	1.5.1.2	cytoplasm [GO:0005737]; pyrroline-5-carboxylate reductase activity [GO:0004735]; L-proline biosynthetic process [GO:0055129]	272563
Q180C9	reviewed	G6PI_CLOD6	pgi CD630_32850	5.3.1.9	cytosol [GO:0005829]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]; gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	272563
Q180E4	reviewed	LON_CLOD6	lon CD630_33010	3.4.21.53	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; cellular response to heat [GO:0034605]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	272563
Q180E8	reviewed	CLPX_CLOD6	clpX CD630_33040		HslUV protease complex [GO:0009376]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein dimerization activity [GO:0046983]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; proteolysis involved in protein catabolic process [GO:0051603]	272563
Q180E9	reviewed	TIG_CLOD6	tig CD630_33060	5.2.1.8	cytoplasm [GO:0005737]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding chaperone [GO:0044183]; ribosome binding [GO:0043022]; 'de novo' cotranslational protein folding [GO:0051083]; cell division [GO:0051301]; chaperone-mediated protein folding [GO:0061077]; protein transport [GO:0015031]; protein unfolding [GO:0043335]	272563
Q180F0	unreviewed	Q180F0_CLOD6	clpP1 clpP CD630_33050	3.4.21.92	cytoplasm [GO:0005737]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	272563
Q180F3	reviewed	DNLJ_CLOD6	ligA CD630_33090	6.5.1.2	cytosol [GO:0005829]; DNA binding [GO:0003677]; DNA ligase (NAD+) activity [GO:0003911]; metal ion binding [GO:0046872]; base-excision repair, DNA ligation [GO:0006288]; DNA replication [GO:0006260]	272563
Q180J6	unreviewed	Q180J6_CLOD6	clpP2 clpP CD630_33510	3.4.21.92	cytoplasm [GO:0005737]; endopeptidase Clp complex [GO:0009368]; ATP-dependent peptidase activity [GO:0004176]; ATPase binding [GO:0051117]; serine-type endopeptidase activity [GO:0004252]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	272563
Q180P9	reviewed	MURB_CLOD6	murB CD630_34020	1.3.1.98	cytosol [GO:0005829]; FAD binding [GO:0071949]; UDP-N-acetylmuramate dehydrogenase activity [GO:0008762]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	272563
Q180Q9	unreviewed	Q180Q9_CLOD6	uvrA CD630_34110		cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	272563
Q180R0	unreviewed	Q180R0_CLOD6	uvrB CD630_34120		cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	272563
Q180R9	reviewed	HEM3_CLOD6	hemC CD630_34210	2.5.1.61	hydroxymethylbilane synthase activity [GO:0004418]; protoporphyrinogen IX biosynthetic process [GO:0006782]	272563
Q180T2	unreviewed	Q180T2_CLOD6	cobB cbiA CD630_34340	6.3.5.11	ATP binding [GO:0005524]; cobyrinic acid a,c-diamide synthase activity [GO:0042242]; cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]	272563
Q180T5	reviewed	COBS_CLOD6	cobS CD630_34370	2.7.8.26	plasma membrane [GO:0005886]; adenosylcobinamide-GDP ribazoletransferase activity [GO:0051073]; cobalamin 5'-phosphate synthase activity [GO:0008818]; cobalamin biosynthetic process [GO:0009236]	272563
Q180T7	unreviewed	Q180T7_CLOD6	cobU CD630_34380	2.7.1.156; 2.7.7.62	adenosylcobinamide kinase (ATP-specific) activity [GO:0036429]; adenosylcobinamide kinase (GTP-specific) activity [GO:0036428]; ATP binding [GO:0005524]; cobinamide phosphate guanylyltransferase activity [GO:0008820]; GTP binding [GO:0005525]; cobalamin biosynthetic process [GO:0009236]	272563
Q180U9	unreviewed	Q180U9_CLOD6	CD630_34510	2.7.1.144	cytosol [GO:0005829]; 1-phosphofructokinase activity [GO:0008662]; ATP binding [GO:0005524]; tagatose-6-phosphate kinase activity [GO:0009024]; D-tagatose 6-phosphate catabolic process [GO:2001059]; lactose metabolic process [GO:0005988]	272563
Q180W0	unreviewed	Q180W0_CLOD6	alr2 CD630_34630	5.1.1.1	cytosol [GO:0005829]; alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]; D-alanine biosynthetic process [GO:0030632]; peptidoglycan biosynthetic process [GO:0009252]	272563
Q180W5	reviewed	ATPB_CLOD6	atpD CD630_34680	7.1.2.2	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	272563
Q180W8	reviewed	ATPA_CLOD6	atpA CD630_34700	7.1.2.2	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	272563
Q180X0	reviewed	ATPL_CLOD6	atpE CD630_34730		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; lipid binding [GO:0008289]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	272563
Q180X1	reviewed	ATPF_CLOD6	atpF CD630_34720		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	272563
Q180X8	reviewed	UPP_CLOD6	upp CD630_34790	2.4.2.9	GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; uracil phosphoribosyltransferase activity [GO:0004845]; UMP salvage [GO:0044206]; uracil salvage [GO:0006223]	272563
Q180Y4	unreviewed	Q180Y4_CLOD6	hemK prmC CD630_34850	2.1.1.297	nucleic acid binding [GO:0003676]; protein-(glutamine-N5) methyltransferase activity [GO:0102559]; protein-glutamine N-methyltransferase activity [GO:0036009]; methylation [GO:0032259]	272563
Q180Y6	unreviewed	Q180Y6_CLOD6	rho CD630_34870	3.6.4.-	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]	272563
Q181B3	unreviewed	Q181B3_CLOD6	prs CD630_35140	2.7.6.1	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; nucleotide biosynthetic process [GO:0009165]; ribonucleoside monophosphate biosynthetic process [GO:0009156]	272563
Q181B7	reviewed	MURC_CLOD6	murC CD630_35180	6.3.2.8	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	272563
Q181C1	reviewed	RSMA_CLOD6	rsmA ksgA CD630_35230	2.1.1.182	cytosol [GO:0005829]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]	272563
Q181D9	unreviewed	Q181D9_CLOD6	metG CD630_35400	6.1.1.10	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]; methionyl-tRNA aminoacylation [GO:0006431]	272563
Q181F2	unreviewed	Q181F2_CLOD6	lysS CD630_35520	6.1.1.6	cytosol [GO:0005829]; ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; magnesium ion binding [GO:0000287]; transferase activity [GO:0016740]; tRNA binding [GO:0000049]; lysyl-tRNA aminoacylation [GO:0006430]	272563
Q181F7	reviewed	COAX_CLOD6	coaX CD630_35550	2.7.1.33	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; pantothenate kinase activity [GO:0004594]; coenzyme A biosynthetic process [GO:0015937]	272563
Q181F8	unreviewed	Q181F8_CLOD6	birA CD630_35580	6.3.4.15	ATP binding [GO:0005524]; biotin-[acetyl-CoA-carboxylase] ligase activity [GO:0004077]; DNA binding [GO:0003677]; transferase activity [GO:0016740]; protein modification process [GO:0036211]; regulation of DNA-templated transcription [GO:0006355]	272563
Q181G0	unreviewed	Q181G0_CLOD6	ftsH2 ftsH CD630_35590	3.4.24.-	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	272563
Q181G8	reviewed	ISPE_CLOD6	ispE CD630_35660	2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity [GO:0050515]; ATP binding [GO:0005524]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	272563
Q181J1	unreviewed	Q181J1_CLOD6	carA CD630_35890	6.3.5.5	carbamoyl-phosphate synthase complex [GO:0005951]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]	272563
Q181J5	unreviewed	Q181J5_CLOD6	pyrF CD630_35920	4.1.1.23	cytosol [GO:0005829]; orotidine-5'-phosphate decarboxylase activity [GO:0004590]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]	272563
Q181M9	unreviewed	Q181M9_CLOD6	dapA4 dapA CD630_36270	4.3.3.7	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	272563
Q181Q7	reviewed	PURA_CLOD6	purA CD630_36550	6.3.4.4	cytoplasm [GO:0005737]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]	272563
Q181Q8	unreviewed	Q181Q8_CLOD6	dnaC CD630_36570	5.6.2.3	cytosol [GO:0005829]; primosome complex [GO:1990077]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA replication, synthesis of primer [GO:0006269]; DNA unwinding involved in DNA replication [GO:0006268]	272563
Q181S7	reviewed	MNME_CLOD6	mnmE trmE CD630_36760	3.6.-.-	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	272563
Q181T5	reviewed	ENO_CLOD6	eno CD630_31700	4.2.1.11	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]	272563
Q181T6	unreviewed	Q181T6_CLOD6	tpi tpiA CD630_31720	5.3.1.1	cytosol [GO:0005829]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	272563
Q181T7	reviewed	GPMI_CLOD6	gpmI CD630_31710	5.4.2.12	cytoplasm [GO:0005737]; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity [GO:0046537]; manganese ion binding [GO:0030145]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]	272563
Q181T9	unreviewed	Q181T9_CLOD6	gapA CD630_31740	1.2.1.-	cytoplasm [GO:0005737]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; glucose metabolic process [GO:0006006]	272563
Q181U4	unreviewed	Q181U4_CLOD6	pyrD2 CD630_31790	1.3.1.14	cytoplasm [GO:0005737]; dihydroorotate dehydrogenase (NAD+) activity [GO:0004589]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; pyrimidine nucleotide biosynthetic process [GO:0006221]	272563
Q182C3	reviewed	ERA_CLOD6	era CD630_24370		cytosol [GO:0005829]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosomal small subunit binding [GO:0043024]; small ribosomal subunit rRNA binding [GO:0070181]; ribosomal small subunit assembly [GO:0000028]	272563
Q182E7	reviewed	DNAJ_CLOD6	dnaJ CD630_24600		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; chaperone cofactor-dependent protein refolding [GO:0051085]; DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408]	272563
Q182F4	reviewed	LEPA_CLOD6	lepA CD630_24670	3.6.5.n1	plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]; positive regulation of translation [GO:0045727]	272563
Q182F6	unreviewed	Q182F6_CLOD6	gpr CD630_24700	3.4.24.78	metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]; spore germination [GO:0009847]	272563
Q182I1	reviewed	SELD_CLOD6	selD CD630_24960	2.7.9.3	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; selenide, water dikinase activity [GO:0004756]; selenocysteine biosynthetic process [GO:0016260]	272563
